time,"Abs. Drosselklappenstellung (%)","Absolutdruck Einlasskanal (kPa)","Berechneter Boost (bar)","Berechneter Kraftstoffmengenfluss (L/h)","Berechneter momentaner Kraftstoffverbrauch (L/100km)","Durchschnittsgeschwindigkeit (km/h)","Durchschnittsgeschwindigkeit (GPS) (km/h)","Durchschnittsverbrauch (L/100km)","Durchschnittsverbrauch (gesamt) (L/100km)","Fahrzeugbeschleunigung (m_sec2)","Geschwindigkeit (km/h)","Geschwindigkeit (GPS) (km/h)","Kraftstoffkosten (€)","Kraftstoffkosten (gesamt) (€)","Kühlmitteltemperatur (℃)","Lufteintrittstemperatur (℃)","Momentane Motorleistung (basierend auf dem Kraftstoffverbrauch) (kW)","Motordrehzahl (rpm)","Verbrauchsoptimierung (basierend auf Status des Kraftstoffsystems und Gasstellung) ()","verbrauchte Kraftstoffmenge (L)","verbrauchte Kraftstoffmenge (gesamt) (L)","zurückgelegte Strecke (km)","zurückgelegte Strecke (gesamt) (km)",
12:24:02.800,,,,,,,0,,,,,0,,,,,,,,,,,,
12:24:02.813,,,,,,,0,,,,,0,,,,,,,,,,,,
12:24:04.523,,,,,,,,,,0,0,,,,,,,,,,,,,
12:24:04.710,,95,-0.06325,,,,,,,,,,,,,,,,,,,,,
12:24:05.092,6.66666666666667,,,,,,,,,,,,,,,,,,,,,,,
12:24:05.311,,,,0.812686844670736,,,,,,,,,,,,,1.71991871994017,197,,,,,,
12:24:05.524,,,,,,,,,,0,0,,,,,,,,,,,0,38.5821314082778,
12:24:05.720,,39,-0.62325,,,,,,,,,,,,,,,,,,,,,
12:24:06.237,6.27450980392157,,,,,,,,,,,,,,,,,,-1,,,,,
12:24:06.448,,,,2.09032448517424,,,,,6.3862293479932,,,,0.000877755648382793,3.28,,,4.42382971543865,1152,,0.000659966652919393,2.46394339907674,,,
12:24:06.636,,,,,,0,,,,0,0,,,,,,,,,,,0,38.5821314082778,
12:24:06.917,,33,-0.68325,,,,,,,,,,,,,,,,,,,,,
12:24:07.135,,,,,,,0.246380307039496,,,,,0.352715045213699,,,,,,,,,,,,
12:24:07.138,,,,,,,0.246445790653233,,,,,0.352715045213699,,,,,,,,,,,,
12:24:07.156,,,,,,,0.246720701893621,,,,,0.343168178200722,,,,,,,,,,,,
12:24:07.295,7.05882352941176,,,,,,,,,,,,,,,,,,-1,,,,,
12:24:07.493,,,,1.24671329470996,,,,,6.38716774268924,,,,0.001359285705806,3.28,,,2.63846467803806,870,,0.00102201932767368,2.46430545175149,,,
12:24:07.711,,,,,,0,,,,0,0,,,,,,,,,,,0,38.5821314082778,
12:24:07.907,,35,-0.66325,,,,,,,,,,,,,,,,,,,,,
12:24:08.100,,,,,,,0.24664842816795,,,,,0.24617306292057,,,,,,,,,,,,
12:24:08.129,,,,,,,0.246661167555885,,,,,0.249758747220039,,,,,,,,,,,,
12:24:08.310,6.66666666666667,,,,,,,,,,,,,,,,,,-1,,,,,
12:24:08.530,,,,1.22348126361731,,,,,6.38808167167338,,,,0.00182826137038516,3.28,,,2.58929788588375,805,,0.00137463260931215,2.46465806503313,,,
12:24:08.739,,,,,,0,,,,0,0,,,,,,,,,,,0,38.5821314082778,
12:24:08.930,,35,-0.66325,,,,,,,,,,,,,,,,,,,,,
12:24:09.205,,,,,,,0.238860237879183,,,,,0.186767806112766,,,,,,,,,,,,
12:24:09.227,,,,,,,0.238718271111114,,,,,0.187511676549911,,,,,,,,,,,,
12:24:09.446,6.66666666666667,,,,,,,,,,,,,,,,,,-1,,,,,
12:24:09.631,,,,1.22044155861453,,,,,6.38904891254686,,,,0.00232459362302338,3.28,,,2.58286484765795,803,,0.00174781475415292,2.46503124717797,,,
12:24:09.842,,,,,,0,,,,0,0,,,,,,,,,,,0,38.5821314082778,
12:24:10.095,,35,-0.66325,,,,,,,,,,,,,,,,,,,,,
12:24:10.465,,,,,,,0.333033545930706,,,,,0.964005661010742,,,,,,,,,,,,
12:24:10.466,,,,,,,0.33308373211355,,,,,0.964005661010742,,,,,,,,,,,,
12:24:10.469,,,,,,,0.333247551587651,,,,,0.865017074346542,,,,,,,,,,,,
12:24:10.478,6.66666666666667,,,,,,,,,,,,,,,,,,-1,,,,,
12:24:10.915,,,,,,,,,,,,,,,41,,,,,,,,,
12:24:11.109,,,,,,0,,,,0,0,,,,,,,,,,,0,38.5821314082778,
12:24:11.225,,,,,,,0.431055021821024,,,,,1.6629401922226,,,,,,,,,,,,
12:24:11.228,,,,,,,0.431449288810189,,,,,1.6629401922226,,,,,,,,,,,,
12:24:11.252,,,,,,,0.434068880036852,,,,,1.53859384059906,,,,,,,,,,,,
12:24:11.303,,,,1.20524303360066,,,,,6.39049984449412,,,,0.00306912824883959,3.28,,,2.55069965652896,793,,0.00230761522469142,2.46559104764851,,,
12:24:11.489,6.66666666666667,,,,,,,,,,,,,,,,,,-1,,,,,
12:24:11.725,,35,-0.66325,,,,,,,,,,,,,,,,,,,,,
12:24:12.104,,,,,,0,,,,0,0,,,,,,,,,,,0,38.5821314082778,
12:24:12.166,,,,,,,0.516708567551461,,,,,1.44829105138779,,,,,,,,,,,,
12:24:12.183,,,,,,,0.518101113386973,,,,,1.44829105138779,,,,,,,,,,,,
12:24:12.319,,,,1.20068347609649,,,,,6.3913780134508,,,,0.00351975392897275,3.28,,,2.54105009919026,790,,0.00264643152554342,2.46592986394936,,,
12:24:12.582,6.66666666666667,,,,,,,,,,,,,,,,,,-1,,,,,
12:24:12.771,,35,-0.66325,,,,,,,,,,,,,,,,,,,,,
12:24:13.152,,,,,,,0.490685382407416,,,,,0.172825482487679,,,,,,,,,,,,
12:24:13.171,,,,,,,0.490196472400446,,,,,0.172825482487679,,,,,,,,,,,,
12:24:13.192,,,,,,,,,,,,,,,42,,,,,,,,,
12:24:13.449,,,,,,0,,,,0,0,,,,,,,,,,,0,38.5821314082778,
12:24:13.656,,,,1.17636583607428,,,,,6.39250969087271,,,,0.00410046553812651,3.28,,,2.48958579338388,774,,0.00308305679558384,2.4663664892194,,,
12:24:13.839,6.66666666666667,,,,,,,,,,,,,,,,,,-1,,,,,
12:24:14.115,,36,-0.65325,,,,,,,,,,,,,,,,,,,,,
12:24:14.136,,,,,,,0.473606474703016,,,,,0.263474893569946,,,,,,,,,,,,
12:24:14.149,,,,,,,0.473392332893485,,,,,0.263474893569946,,,,,,,,,,,,
12:24:14.510,,,,,,0,,,,0,0,,,,,,,,,,,0,38.5821314082778,
12:24:14.699,,,,1.26625425544209,,,,,6.39346091976195,,,,0.00458858136358144,3.28,,,2.67981992377534,810,,0.00345006117562515,2.46673349359944,,,
12:24:14.912,6.27450980392157,,,,,,,,,,,,,,,,,,-1,,,,,
12:24:15.101,,34,-0.67325,,,,,,,,,,,,,,,,,,,,,
12:24:15.161,,,,,,,0.458838731214584,,,,,0.269001692533493,,,,,,,,,,,,
12:24:15.169,,,,,,,0.458740318316485,,,,,0.269001692533493,,,,,,,,,,,,
12:24:15.477,,,,,,,,,,,,,,,42,,,,,,,,,
12:24:15.723,,,,,,0,,,,0,0,,,,,,,,,,,0,38.5821314082778,
12:24:15.911,,,,1.17228394649913,,,,,6.39448377713331,,,,0.00511345279651043,3.28,,,2.48094714205209,794,,0.00384470135075972,2.46712813377458,,,
12:24:16.101,6.27450980392157,,,,,,,,,,,,,,,,,,-1,,,,,
12:24:16.287,,34,-0.67325,,,,,,,,,,,,,,,,,,,,,
12:24:16.706,,,,,,0,,,,0,0,,,,,,,,,,,0,38.5821314082778,
12:24:16.924,,,,1.13537324289399,,,,,6.39531231577838,,,,0.00553861106202655,3.28,,,2.40283167788169,769,,0.00416436921956883,2.46744780164339,,,
12:24:17.119,6.66666666666667,,,,,,,,,,,,,,,,,,1,,,,,
12:24:17.316,,36,-0.65325,,,,,,,,,,,,,,,,,,,,,
12:24:17.725,,,,,,,,,,,,,,,43,,,,,,,,,
12:24:17.979,,,,,,0,,,,0,0,,,,,,,,,,,0,38.5821314082778,
12:24:18.138,,,,,,,0.411723738206211,,,,,0.186560055613518,,,,,,,,,,,,
12:24:18.149,,,,,,,0.411578110220149,,,,,0.186560055613518,,,,,,,,,,,,
12:24:18.224,,,,1.24280510256353,,,,,6.39647497487529,,,,0.00613522068062384,3.28,,,2.63019362889061,795,,0.0046129478801683,2.46789638030399,,,
12:24:18.413,6.66666666666667,,,,,,,,,,,,,,,,,,1,,,,,
12:24:18.623,,37,-0.64325,,,,,,,,,,,,,,,,,,,,,
12:24:19.103,,,,,,0,,,,0,0,,,,,,,,,,,0,38.5821314082778,
12:24:19.133,,,,,,,0.389319594735011,,,,,0,,,,,,,,,,,,
12:24:19.161,,,,,,,0.388709908960359,,,,,0,,,,,,,,,,,,
12:24:19.382,,,,3.49457514426275,,,,,6.39938890429453,,,,0.00763048126393573,3.28,,,7.39569644601579,2030,,0.00573720395784641,2.46902063638167,,,
12:24:19.605,16.4705882352941,,,,,,,,,,,,,,,,,,1,,,,,
12:24:19.938,,64,-0.37325,,,,,,,,,,,,,,,,,,,,,
12:24:20.738,,,,,,,,,,,,,,,44,,,,,,,,,
12:24:20.923,,,,,116.485838142092,0.354541908261896,,,,0.160258256308247,3,,,,,,,,,,,0.00151652416666667,38.5836479324445,
12:24:21.153,,,,3.78164116263715,,,,501.00746281179,6.4039598744017,,,,0.0101052060029579,3.28,,,8.0032246988705,1270,,0.00759789925034431,2.47088133167416,,,
12:24:21.430,16.4705882352941,,,,,,,,,,,,,,,,,,1,,,,,
12:24:21.550,,,,,,,0.886170837732733,,,,,4.67848792076111,,,,,,,,,,,,
12:24:21.556,,,,,,,0.887146183152762,,,,,4.67848792076111,,,,,,,,,,,,
12:24:21.656,,74,-0.27325,,,,,,,,,,,,,,,,,,,,,
12:24:22.147,,,,,37.8164116263715,1.06490393394672,,,,0.510495796641933,10,,,,,,,,,,,0.00491717388888889,38.5870485821667,
12:24:22.402,,,,5.95282800436483,,,,196.500313752547,6.40874538325311,,,,0.0128508086188352,3.28,,,12.5981863597648,1729,,0.00966226211942497,2.47294569454324,,,
12:24:22.587,18.0392156862745,,,,,,,,,,,,,,,,,,1,,,,,
12:24:22.778,,66,-0.35325,,,,,,,,,,,,,,,,,,,,,
12:24:22.780,,,,,,,1.3500587755179,,,,,9.13898992538452,,,,,,,,,,,,
12:24:22.782,,,,,,,1.35071623856196,,,,,9.13898992538452,,,,,,,,,,,,
12:24:23.233,,,,,,,,,,,,,,,44,,,,,,,,,
12:24:23.444,,,,,45.7909846489602,1.92856417795587,,,,0.660708998735399,13,,,,,,,,,,,0.00959978219444444,38.5917311904723,
12:24:23.635,,,,4.14547524103064,,,,115.443963488085,6.41164758653324,,,,0.0147395508384819,3.28,,,8.77321998855021,1350,,0.0110823690514902,2.47436580147531,,,
12:24:23.771,,,,,,,1.81367251983374,,,,,12.0394947052002,,,,,,,,,,,,
12:24:23.774,,,,,,,1.81534978274405,,,,,12.0394947052002,,,,,,,,,,,,
12:24:23.869,7.45098039215686,,,,,,,,,,,,,,,,,,1,,,,,
12:24:24.066,,33,-0.68325,,,,,,,,,,,,,,,,,,,,,
12:24:24.452,,,,,34.5456270085887,2.46485707180868,,,,,12,,,,,,,,,,,0.0129593435277778,38.5950907518056,
12:24:24.592,,,,,,,2.17719390280005,,,,,12.2800549507141,,,,,,,,,,,,
12:24:24.615,,,,,,,2.18684114417642,,,,,12.2800549507141,,,,,,,,,,,,
12:24:24.685,,,,1.58295739759355,,,,89.0801776596544,6.41228609767192,,,,0.0153537942966323,3.28,,,3.35007029933158,1031,,0.0115442062380694,2.47482763866189,,,
12:24:24.876,16.4705882352941,,,,,,,,,,,,,,,,,,1,,,,,
12:24:25.064,,79,-0.22325,,,,,,,,,,,,,,,,,,,,,
12:24:25.468,,,,,,,,,,,,,,,45,,,,,,,,,
12:24:25.682,,,,,12.1765953661042,3.10786231876095,,,,,13,,,,,,,,,,,0.0174021693611111,38.5995335776389,
12:24:25.724,,,,,,,2.67304108410661,,,,,13.0435120582581,,,,,,,,,,,,
12:24:25.727,,,,,,,2.67412632686419,,,,,13.0435120582581,,,,,,,,,,,,
12:24:25.903,,,,3.11148546519862,,,,72.3865542179596,6.41427507978439,,,,0.0167537849103769,3.28,,,6.58494982847305,907,,0.0125968307596818,2.4758802631835,,,
12:24:26.127,5.49019607843137,,,,,,,,,,,,,,,,,,1,,,,,
12:24:26.440,,34,-0.67325,,,,,,,,,,,,,,,,,,,,,
12:24:26.583,,,,,,,2.99439542553006,,,,,12.2633153915405,,,,,,,,,,,,
12:24:26.592,,,,,,,2.99772400374762,,,,,12.2633153915405,,,,,,,,,,,,
12:24:26.855,,,,,28.2862315018057,3.54173715999692,,,,,11,,,,,,,,,,,0.0209852895,38.6031166977778,
12:24:27.080,,,,1.06450469197213,,,,61.6845555805447,6.41458080800955,,,,0.0172164278119364,3.28,,,2.25284998667451,721,,0.0129446825653657,2.47622811498919,,,
12:24:27.277,7.05882352941176,,,,,,,,,,,,,,,,,,1,,,,,
12:24:27.472,,39,-0.62325,,,,,,,,,,,,,,,,,,,,,
12:24:27.600,,,,,,,3.21939681895631,,,,,8.86184349060059,,,,,,,,,,,,
12:24:27.860,,,,,,,,,,,,,,,45,,,,,,,,,
12:24:28.052,,,,,21.2900938394426,3.61919366381537,,,,,5,,,,,,,,,,,0.0226471501944444,38.6047785584723,
12:24:28.267,,,,3.85403576954,,,,62.7736923255773,6.41759900540519,,,,0.0189078816701507,3.28,,,8.15643603784001,2124,,0.0142164523835719,2.47749988480739,,,
12:24:28.466,17.6470588235294,,,,,,,,,,,,,,,,,,1,,,,,
12:24:28.623,,,,,,,3.35516859754651,,,,,6.88887877464294,,,,,,,,,,,,
12:24:28.652,,,,,,,3.35886828497477,,,,,6.88887877464294,,,,,,,,,,,,
12:24:28.702,,56,-0.45325,,,,,,,,,,,,,,,,,,,,,
12:24:29.086,,,,,77.0807153908,3.679828091177,,,,-0.419587097763878,5,,,,,,,,,,,0.0240841913055556,38.6062155995834,
12:24:29.333,,,,4.09578536945465,,,,64.0591906972569,6.42049869940344,,,,0.0205194235883029,3.28,,,8.66805950653257,1572,,0.015428138036318,2.47871157046014,,,
12:24:29.588,,,,,,,3.48150932807858,,,,,7.1112922668457,,,,,,,,,,,,
12:24:29.591,16.8627450980392,,,,,,3.4818277955113,,,,,7.1112922668457,,,,,,,1,,,,,
12:24:29.792,,70,-0.31325,,,,,,,,,,,,,,,,,,,,,
12:24:30.213,,,,,,,,,,,,,,,45,,,,,,,,,
12:24:30.436,,,,,37.2344124495877,4.07643958174388,,,,,11,,,,,,,,,,,0.0282083106944444,38.6103397189723,
12:24:30.543,,,,,,,3.6441906582468,,,,,8.52730464935303,,,,,,,,,,,,
12:24:30.544,,,,,,,3.64442032715123,,,,,8.52730464935303,,,,,,,,,,,,
12:24:30.616,,,,6.3964078129842,,,,62.7798737368936,6.42572065493119,,,,0.0235531586435862,3.28,,,13.5369504380009,1964,,0.0177091418372829,2.4809925742611,,,
12:24:30.801,23.1372549019608,,,,,,,,,,,,,,,,,,1,,,,,
12:24:31.006,,75,-0.26325,,,,,,,,,,,,,,,,,,,,,
12:24:31.483,,,,,39.9775488311513,4.5575619983132,,,,,16,,,,,,,,,,,0.0328636778055556,38.6149950860834,
12:24:31.552,,,,,,,3.93840771524683,,,,,12.5708467483521,,,,,,,,,,,,
12:24:31.555,,,,,,,3.93929896157386,,,,,12.5708467483521,,,,,,,,,,,,
12:24:31.739,,,,5.87973550600726,,,,59.4654727303347,6.42969387475661,,,,0.0259915800136514,3.28,,,12.4434980477333,1685,,0.0195425413636477,2.48282597378747,,,
12:24:31.992,5.88235294117647,,,,,,,,,,,,,,,,,,1,,,,,
12:24:32.187,,34,-0.67325,,,,,,,,,,,,,,,,,,,,,
12:24:32.537,,,,,,,4.27221974843735,,,,,14.6570543289185,,,,,,,,,,,,
12:24:32.539,,,,,,,4.27291666244172,,,,,14.6570543289185,,,,,,,,,,,,
12:24:32.611,,,,,,,,,,,,,,,45,,,,,,,,,
12:24:32.911,,,,,39.1982367067151,5.10170718815361,,,,,15,,,,,,,,,,,0.0388097582222222,38.6209411665,
12:24:33.106,,,,1.93939382656702,,,,52.2523898581643,6.43061091620253,,,,0.0269711048051511,3.28,,,4.10440967455361,1226,,0.0202790261692865,2.48356245859311,,,
12:24:33.348,27.4509803921569,,,,,,,,,,,,,,,,,,1,,,,,
12:24:33.598,,90,-0.11325,,,,,,,,,,,,,,,,,,,,,
12:24:33.670,,,,,,,4.67116002787085,,,,,15.795092010498,,,,,,,,,,,,
12:24:33.677,,,,,,,4.67375942299616,,,,,15.795092010498,,,,,,,,,,,,
12:24:34.034,,,,,11.408198979806,5.57049449451232,,,,,17,,,,,,,,,,,0.0441139839444444,38.6262453922223,
12:24:34.317,,,,6.44851704160322,,,,50.8883739221801,6.43534544008765,,,,0.0298570225051538,3.28,,,13.6472310933003,1540,,0.0224488891016194,2.48573232152544,,,
12:24:34.507,31.3725490196078,,,,,,,,,,,,,,,,,,1,,,,,
12:24:34.607,,,,,,,5.02346980663409,,,,,17.338011932373,,,,,,,,,,,,
12:24:34.621,,,,,,,5.02857263156889,,,,,17.338011932373,,,,,,,,,,,,
12:24:34.699,,89,-0.12325,,,,,,,,,,,,,,,,,,,,,
12:24:35.252,,,,,,,,,,,,,,,45,,,,,,,,,
12:24:35.453,,,,,29.3114410981965,6.34951725439525,,,,,22,,,,,,,,,,,0.052786145,38.6349175532778,
12:24:35.652,,,,7.8965487579511,,,,48.0744228936981,6.4414789123557,,,,0.0337509239868523,3.28,,,16.7117532673031,1907,,0.0253766345765807,2.4886600670004,,,
12:24:35.667,,,,,,,5.47634860546416,,,,,19.8870923995972,,,,,,,,,,,,
12:24:35.669,,,,,,,5.47696993947747,,,,,19.8870923995972,,,,,,,,,,,,
12:24:35.914,21.5686274509804,,,,,,,,,,,,,,,,,,1,,,,,
12:24:36.126,,74,-0.27325,,,,,,,,,,,,,,,,,,,,,
12:24:36.535,,,,,30.371341376735,7.03544180980931,,,,,26,,,,,,,,,,,0.0606039795555555,38.6427353878334,
12:24:36.672,,,,,,,5.94336167700437,,,,,22.0863063812256,,,,,,,,,,,,
12:24:36.673,,,,,,,5.94385105614933,,,,,22.0863063812256,,,,,,,,,,,,
12:24:36.801,,,,7.27147064500782,,,,45.7014280384024,6.44618009446892,,,,0.0368368558596371,3.28,,,15.3888777280644,2112,,0.0276968841049903,2.49098031652881,,,
12:24:36.985,21.1764705882353,,,,,,,,,,,,,,,,,,1,,,,,
12:24:37.182,,71,-0.30325,,,,,,,,,,,,,,,,,,,,,
12:24:37.541,,,,,,,6.38658291522378,,,,,24.6055297851563,,,,,,,,,,,,
12:24:37.546,,,,,,,6.3892641355491,,,,,24.6055297851563,,,,,,,,,,,,
12:24:37.625,,,,,,,,,,,,,,,45,,,,,,,,,
12:24:37.837,,,,,25.9695380178851,7.88006986505811,,,,0.732983311474305,28,,,,,,,,,,,0.0707292656666667,38.6528606739445,
12:24:38.030,,,,7.54155463798406,,,,42.7986871447677,6.4511515734647,,,,0.0402606921861828,3.28,,,15.960466303076,2283,,0.0302711971324682,2.49355462955629,,,
12:24:38.287,20.3921568627451,,,,,,,,,,,,,,,,,,1,,,,,
12:24:38.501,,67,-0.34325,,,,,,,,,,,,,,,,,,,,,
12:24:38.541,,,,,,,6.95552740168705,,,,,27.780558013916,,,,,,,,,,,,
12:24:38.544,,,,,,,6.95717086645671,,,,,27.780558013916,,,,,,,,,,,,
12:24:38.871,,,,,25.1385154599469,8.56594535732811,,,,0.746465356765584,30,,,,,,,,,,,0.0793457748333333,38.6614771831111,
12:24:39.149,,,,5.62663353842919,,,,40.3557622015983,6.45423870591945,,,,0.042587387637645,3.28,,,11.9078491505648,1805,,0.0320205922087556,2.49530402463258,,,
12:24:39.330,6.27450980392157,,,,,,,,,,,,,,,,,,1,,,,,
12:24:39.518,,21,-0.80325,,,,,,,,,,,,,,,,,,,,,
12:24:39.537,,,,,,,7.51877720071418,,,,,28.793803024292,,,,,,,,,,,,
12:24:39.539,,,,,,,7.5201730770451,,,,,28.793803024292,,,,,,,,,,,,
12:24:39.995,,,,,,,,,,,,,,,46,,,,,,,,,
12:24:40.209,,,,,20.8393834756637,9.27706389456471,,,,,27,,,,,,,,,,,0.0893808093333333,38.6715122176111,
12:24:40.413,,,,1.41281146093307,,,,36.3798251569855,6.45384644008462,,,,0.0432470542719558,3.28,,,2.98998426680489,1446,,0.0325165821593653,2.49580001458318,,,
12:24:40.610,29.4117647058824,,,,,,,,,,,,,,,,,,1,,,,,
12:24:40.637,,,,,,,8.09788818720408,,,,,28.4100471496582,,,,,,,,,,,,
12:24:40.659,,,,,,,8.10933757659622,,,,,28.4100471496582,,,,,,,,,,,,
12:24:40.870,,91,-0.10325,,,,,,,,,,,,,,,,,,,,,
12:24:41.248,,,,,5.0457552176181,9.82175633110772,,,,,28,,,,,,,,,,,0.0974641666666666,38.6795955749445,
12:24:41.477,,,,6.3169412393402,,,,35.277734046672,6.45732341511142,,,,0.0457295888449375,3.28,,,13.3687724386694,1492,,0.0343831495074718,2.49766658193129,,,
12:24:41.658,,,,,,,8.61911797710315,,,,,28.8798534393311,,,,,,,,,,,,
12:24:41.663,,,,,,,8.62119807302969,,,,,28.8798534393311,,,,,,,,,,,,
12:24:41.742,29.8039215686275,,,,,,,,,,,,,,,,,,1,,,,,
12:24:41.941,,90,-0.11325,,,,,,,,,,,,,,,,,,,,,
12:24:42.410,,,,,,,,,,,,,,,47,,,,,,,,,
12:24:42.624,,,,,21.0564707978007,10.5699265552586,,,,,30,,,,,,,,,,,0.10892729,38.6910586982778,
12:24:42.752,,,,,,,9.14978317593871,,,,,28.9001163482666,,,,,,,,,,,,
12:24:42.754,,,,,,,9.15045922888634,,,,,28.9001163482666,,,,,,,,,,,,
12:24:42.816,,,,6.61601099073577,,,,33.8247985844692,6.46177166762595,,,,0.0490031004732074,3.28,,,14.0017046281912,1580,,0.0368444364460206,2.50012786886984,,,
12:24:43.075,21.5686274509804,,,,,,,,,,,,,,,,,,1,,,,,
12:24:43.296,,80,-0.21325,,,,,,,,,,,,,,,,,,,,,
12:24:43.567,,,,,,,9.54753664574139,,,,,29.9710876464844,,,,,,,,,,,,
12:24:43.577,,,,,,,9.55266014341877,,,,,29.9710876464844,,,,,,,,,,,,
12:24:43.680,,,,,21.3419709378573,11.1351329633398,,,,,31,,,,,,,,,,,0.118016961888889,38.7001483701667,
12:24:43.971,,,,6.08933557290786,,,,32.8747703049167,6.46530140823554,,,,0.0516010808386118,3.28,,,12.8870822907009,1636,,0.0387978051418133,2.50208123756563,,,
12:24:44.178,17.6470588235294,,,,,,,,,,,,,,,,,,1,,,,,
12:24:44.376,,71,-0.30325,,,,,,,,,,,,,,,,,,,,,
12:24:44.575,,,,,,,10.0561047388991,,,,,31.5692138671875,,,,,,,,,,,,
12:24:44.592,,,,,,,10.0646850455874,,,,,31.5692138671875,,,,,,,,,,,,
12:24:44.879,,,,,,,,,,,,,,,47,,,,,,,,,
12:24:45.074,,,,,19.0291736653371,11.8708589109725,,,,0.285483637773656,32,,,,,,,,,,,0.130413204555556,38.7125446128334,
12:24:45.265,,,,5.47365573155479,,,,31.2589964423455,6.46831490009077,,,,0.0542185924332519,3.28,,,11.5840966553644,1657,,0.0407658589723698,2.50404929139619,,,
12:24:45.516,13.3333333333333,,,,,,,,,,,,,,,,,,1,,,,,
12:24:45.700,,,,,,,10.6248765981731,,,,,32.7022853851318,,,,,,,,,,,,
12:24:45.705,,,,,,,10.627668025275,,,,,32.7022853851318,,,,,,,,,,,,
12:24:45.793,,54,-0.47325,,,,,,,,,,,,,,,,,,,,,
12:24:46.550,,,,,17.1051741611087,12.5952039789884,,,,0.209564394482952,32,,,,,,,,,,,0.143536009888889,38.7256674181667,
12:24:46.744,,,,,,,11.1406150123531,,,,,33.2360286712646,,,,,,,,,,,,
12:24:46.747,,,,,,,11.1419002476861,,,,,33.2360286712646,,,,,,,,,,,,
12:24:46.822,,,,4.21079788119234,,,,29.6696635825453,6.47082478041973,,,,0.0566402461676102,3.28,,,8.91146466715767,1676,,0.0425866512538423,2.50587008367766,,,
12:24:47.085,11.7647058823529,,,,,,,,,,,,,,,,,,1,,,,,
12:24:47.298,,46,-0.55325,,,,,,,,,,,,,,,,,,,,,
12:24:47.638,,,,,,,11.5514031201927,,,,,32.5912891387939,,,,,,,,,,,,
12:24:47.670,,,,,,,11.5655604296387,,,,,32.5912891387939,,,,,,,,,,,,
12:24:47.733,,,,,,,,,,,,,,,48,,,,,,,,,
12:24:47.992,,,,,13.158743378726,13.2539545969428,,,,0.103490549324793,32,,,,,,,,,,,0.156350973444444,38.7384823817223,
12:24:48.188,,,,3.46926494750495,,,,28.0797418594285,6.47208209515372,,,,0.0583909231514119,3.28,,,7.34213155629894,1621,,0.0439029497379037,2.50718638216172,,,
12:24:48.404,10.1960784313725,,,,,,,,,,,,,,,,,,1,,,,,
12:24:48.698,,33,-0.68325,,,,,,,,,,,,,,,,,,,,,
12:24:48.702,,,,,,,12.0165564952564,,,,,32.4355236053467,,,,,,,,,,,,
12:24:48.707,,,,,,,12.0189819293746,,,,,32.4355236053467,,,,,,,,,,,,
12:24:49.215,,,,,11.191177250016,13.7508127382116,,,,0,31,,,,,,,,,,,0.166884646,38.7490160542778,
12:24:49.482,,,,2.37980986059166,,,,26.8200837238925,6.47253089133978,,,,0.0595289403667637,3.28,,,5.03647814157512,1550,,0.0447586017795216,2.50804203420334,,,
12:24:49.706,6.66666666666667,,,,,,,,,,,,,,,,,,1,,,,,
12:24:49.833,,,,,,,12.4667987454685,,,,,31.4617916107178,,,,,,,,,,,,
12:24:49.841,,,,,,,12.4695932726378,,,,,31.4617916107178,,,,,,,,,,,,
12:24:49.921,,20,-0.81325,,,,,,,,,,,,,,,,,,,,,
12:24:50.378,,,,,,,,,,,,,,,48,,,,,,,,,
12:24:50.832,,,,,8.49932093068451,14.259211257938,,,,-0.192981710621532,28,,,,,,,,,,,0.179457698333333,38.7615891066111,
12:24:50.843,,,,,,,12.8071624795356,,,,,29.2774211883545,,,,,,,,,,,,
12:24:50.844,,,,,,,12.8077312259483,,,,,29.2774211883545,,,,,,,,,,,,
12:24:51.118,,,,0.847643452202658,,,,25.1556707371274,6.47142513489248,,,,0.0600412376478636,3.28,,,1.79389865953685,976,,0.0451437877051606,2.50842722012898,,,
12:24:51.336,7.05882352941176,,,,,,,,,,,,,,,,,,1,,,,,
12:24:51.546,,35,-0.66325,,,,,,,,,,,,,,,,,,,,,
12:24:51.639,,,,,,,13.0306491581896,,,,,27.0349657058716,,,,,,,,,,,,
12:24:51.687,,,,,,,13.0440021601844,,,,,27.0349657058716,,,,,,,,,,,,
12:24:52.049,,,,,4.03639739144123,14.435512314857,,,,-0.555726648634489,21,,,,,,,,,,,0.186555717,38.7686871252778,
12:24:52.244,,,,1.15052834355069,,,,24.3914144000614,6.47116834866592,,,,0.0605197587672328,3.28,,,2.43490496846459,757,,0.0455035780204758,2.5087870104443,,,
12:24:52.435,6.27450980392157,,,,,,,,,,,,,,,,,,1,,,,,
12:24:52.651,,,,,,,13.2316836068715,,,,,23.1134731292725,,,,,,,,,,,,
12:24:52.660,,,,,,,13.2334239043784,,,,,23.1134731292725,,,,,,,,,,,,
12:24:52.703,,36,-0.65325,,,,,,,,,,,,,,,,,,,,,
12:24:53.117,,,,,,,,,,,,,,,49,,,,,,,,,
12:24:53.336,,,,,7.67018895700459,14.4507126336902,,,,-0.883641298751281,15,,,,,,,,,,,0.191920297833333,38.7740517061111,
12:24:53.579,,,,1.24280510256353,,,,23.9498698127451,6.47146218537604,,,,0.0611329997621703,3.28,,,2.63019362889061,795,,0.045964661475316,2.50924809389914,,,
