"SECONDS";"PID";"VALUE";"UNITS"
"45020.442968";"Abs. Drosselklappenstellung";"38.4313725490196";"%"
"45020.442968";"Verbrauchsoptimierung (basierend auf Status des Kraftstoffsystems und Gasstellung)";"1";""
"45020.555968";"Durchschnittsgeschwindigkeit (GPS)";"60.8531177963907";"km/h"
"45020.555968";"Geschwindigkeit (GPS)";"90.9618667602539";"km/h"
"45020.562968";"Durchschnittsgeschwindigkeit (GPS)";"60.8536469796676";"km/h"
"45020.562968";"Geschwindigkeit (GPS)";"90.9618667602539";"km/h"
"45020.651968";"Absolutdruck Einlasskanal";"89";"kPa"
"45020.651968";"Berechneter Boost";"-0.12325";"bar"
"45021.089968";"Berechneter momentaner Kraftstoffverbrauch";"12.5762491005129";"L/100km"
"45021.089968";"Durchschnittsgeschwindigkeit";"68.3091100394689";"km/h"
"45021.089968";"Fahrzeugbeschleunigung";"0.190340733133879";"m_sec2"
"45021.089968";"Geschwindigkeit";"90";"km/h"
"45021.089968";"zurückgelegte Strecke";"7.12626522997222";"km"
"45021.089968";"zurückgelegte Strecke (gesamt)";"45.70839663825";"km"
"45021.286968";"Berechneter Kraftstoffmengenfluss";"11.1720344807622";"L/h"
"45021.286968";"Durchschnittsverbrauch";"6.03669182606068";"L/100km"
"45021.286968";"Durchschnittsverbrauch (gesamt)";"6.33029009082243";"L/100km"
"45021.286968";"Kraftstoffkosten";"0.572153591952713";"€"
"45021.286968";"Kraftstoffkosten (gesamt)";"3.61";"€"
"45021.286968";"Momentane Motorleistung (basierend auf dem Kraftstoffverbrauch)";"23.643782804267";"kW"
"45021.286968";"Motordrehzahl";"2843";"rpm"
"45021.286968";"verbrauchte Kraftstoffmenge";"0.430190670641137";"L"
"45021.286968";"verbrauchte Kraftstoffmenge (gesamt)";"2.89347410306496";"L"
"45021.480968";"Abs. Drosselklappenstellung";"37.6470588235294";"%"
"45021.480968";"Verbrauchsoptimierung (basierend auf Status des Kraftstoffsystems und Gasstellung)";"1";""
"45021.549968";"Durchschnittsgeschwindigkeit (GPS)";"60.9331088858203";"km/h"
"45021.549968";"Geschwindigkeit (GPS)";"91.4721542358399";"km/h"
"45021.557968";"Durchschnittsgeschwindigkeit (GPS)";"60.933733451633";"km/h"
"45021.557968";"Geschwindigkeit (GPS)";"91.4721542358399";"km/h"
"45021.673968";"Absolutdruck Einlasskanal";"89";"kPa"
"45021.673968";"Berechneter Boost";"-0.12325";"bar"
"45022.078968";"Kühlmitteltemperatur";"81";"℃"
"45022.266968";"Berechneter momentaner Kraftstoffverbrauch";"12.2769609678705";"L/100km"
"45022.266968";"Durchschnittsgeschwindigkeit";"68.3799842185211";"km/h"
"45022.266968";"Fahrzeugbeschleunigung";"0.192830672825401";"m_sec2"
"45022.266968";"Geschwindigkeit";"91";"km/h"
"45022.266968";"zurückgelegte Strecke";"7.15601065780555";"km"
"45022.266968";"zurückgelegte Strecke (gesamt)";"45.7381420660834";"km"
"45022.468968";"Berechneter Kraftstoffmengenfluss";"11.2742057422816";"L/h"
"45022.468968";"Durchschnittsverbrauch";"6.06333853016325";"L/100km"
"45022.468968";"Durchschnittsverbrauch (gesamt)";"6.33426819059514";"L/100km"
"45022.468968";"Kraftstoffkosten";"0.577077891411626";"€"
"45022.468968";"Kraftstoffkosten (gesamt)";"3.61";"€"
"45022.468968";"Momentane Motorleistung (basierend auf dem Kraftstoffverbrauch)";"23.8600115601273";"kW"
"45022.468968";"Motordrehzahl";"2869";"rpm"
"45022.468968";"verbrauchte Kraftstoffmenge";"0.433893151437313";"L"
"45022.468968";"verbrauchte Kraftstoffmenge (gesamt)";"2.89717658386113";"L"
"45022.556968";"Durchschnittsgeschwindigkeit (GPS)";"61.0154098005454";"km/h"
"45022.556968";"Geschwindigkeit (GPS)";"92.1529907226563";"km/h"
"45022.564968";"Durchschnittsgeschwindigkeit (GPS)";"61.0160658974773";"km/h"
"45022.564968";"Geschwindigkeit (GPS)";"92.1529907226563";"km/h"
"45022.666968";"Abs. Drosselklappenstellung";"38.4313725490196";"%"
"45022.666968";"Verbrauchsoptimierung (basierend auf Status des Kraftstoffsystems und Gasstellung)";"1";""
"45022.854968";"Absolutdruck Einlasskanal";"89";"kPa"
"45022.854968";"Berechneter Boost";"-0.12325";"bar"
"45023.263968";"Berechneter momentaner Kraftstoffverbrauch";"12.3892370794303";"L/100km"
"45023.263968";"Durchschnittsgeschwindigkeit";"68.4396782700116";"km/h"
"45023.263968";"Fahrzeugbeschleunigung";"0.191099423572285";"m_sec2"
"45023.263968";"Geschwindigkeit";"91";"km/h"
"45023.263968";"zurückgelegte Strecke";"7.18120882827778";"km"
"45023.263968";"zurückgelegte Strecke (gesamt)";"45.7633402365556";"km"
"45023.470968";"Berechneter Kraftstoffmengenfluss";"11.3488693564689";"L/h"
"45023.470968";"Durchschnittsverbrauch";"6.08602563920438";"L/100km"
"45023.470968";"Durchschnittsverbrauch (gesamt)";"6.33767908532349";"L/100km"
"45023.470968";"Kraftstoffkosten";"0.581276779956746";"€"
"45023.470968";"Kraftstoffkosten (gesamt)";"3.61";"€"
"45023.470968";"Momentane Motorleistung (basierend auf dem Kraftstoffverbrauch)";"24.0180248817176";"kW"
"45023.470968";"Motordrehzahl";"2888";"rpm"
"45023.470968";"verbrauchte Kraftstoffmenge";"0.437050210493794";"L"
"45023.470968";"verbrauchte Kraftstoffmenge (gesamt)";"2.90033364291761";"L"
"45023.602968";"Durchschnittsgeschwindigkeit (GPS)";"61.1000853815614";"km/h"
"45023.602968";"Geschwindigkeit (GPS)";"91.9780403137207";"km/h"
"45023.632968";"Durchschnittsgeschwindigkeit (GPS)";"61.1025382856582";"km/h"
"45023.632968";"Geschwindigkeit (GPS)";"91.9780403137207";"km/h"
"45023.671968";"Abs. Drosselklappenstellung";"38.8235294117647";"%"
"45023.671968";"Verbrauchsoptimierung (basierend auf Status des Kraftstoffsystems und Gasstellung)";"1";""
"45023.862968";"Absolutdruck Einlasskanal";"90";"kPa"
"45023.862968";"Berechneter Boost";"-0.11325";"bar"
"45024.244968";"Kühlmitteltemperatur";"81";"℃"
"45024.445968";"Berechneter momentaner Kraftstoffverbrauch";"12.3357275613792";"L/100km"
"45024.445968";"Durchschnittsgeschwindigkeit";"68.5131641746749";"km/h"
"45024.445968";"Fahrzeugbeschleunigung";"0.126655875484751";"m_sec2"
"45024.445968";"Geschwindigkeit";"92";"km/h"
"45024.445968";"zurückgelegte Strecke";"7.21141296238889";"km"
"45024.445968";"zurückgelegte Strecke (gesamt)";"45.7935443706667";"km"
"45024.558968";"Durchschnittsgeschwindigkeit (GPS)";"61.1799857904244";"km/h"
"45024.558968";"Geschwindigkeit (GPS)";"93.1879920959473";"km/h"
"45024.567968";"Durchschnittsgeschwindigkeit (GPS)";"61.1807309640858";"km/h"
"45024.567968";"Geschwindigkeit (GPS)";"93.1879920959473";"km/h"
"45024.641968";"Berechneter Kraftstoffmengenfluss";"11.5876516305818";"L/h"
"45024.641968";"Durchschnittsverbrauch";"6.11285732462428";"L/100km"
"45024.641968";"Durchschnittsverbrauch (gesamt)";"6.34173846513692";"L/100km"
"45024.641968";"Kraftstoffkosten";"0.586295102688791";"€"
"45024.641968";"Kraftstoffkosten (gesamt)";"3.61";"€"
"45024.641968";"Momentane Motorleistung (basierend auf dem Kraftstoffverbrauch)";"24.5233684909192";"kW"
"45024.641968";"Motordrehzahl";"2916";"rpm"
"45024.641968";"verbrauchte Kraftstoffmenge";"0.440823385480294";"L"
"45024.641968";"verbrauchte Kraftstoffmenge (gesamt)";"2.90410681790411";"L"
"45024.842968";"Abs. Drosselklappenstellung";"40";"%"
"45024.842968";"Verbrauchsoptimierung (basierend auf Status des Kraftstoffsystems und Gasstellung)";"1";""
"45025.041968";"Absolutdruck Einlasskanal";"90";"kPa"
"45025.041968";"Berechneter Boost";"-0.11325";"bar"
"45025.441968";"Berechneter momentaner Kraftstoffverbrauch";"12.4598404629912";"L/100km"
"45025.441968";"Durchschnittsgeschwindigkeit";"68.5773598049113";"km/h"
"45025.441968";"Fahrzeugbeschleunigung";"0.191504193742679";"m_sec2"
"45025.441968";"Geschwindigkeit";"93";"km/h"
"45025.441968";"zurückgelegte Strecke";"7.23714246380555";"km"
"45025.441968";"zurückgelegte Strecke (gesamt)";"45.8192738720834";"km"
"45025.550968";"Durchschnittsgeschwindigkeit (GPS)";"61.2619538943983";"km/h"
"45025.550968";"Geschwindigkeit (GPS)";"92.9729072570801";"km/h"
"45025.561968";"Durchschnittsgeschwindigkeit (GPS)";"61.2628429410523";"km/h"
"45025.561968";"Geschwindigkeit (GPS)";"92.9729072570801";"km/h"
"45025.639968";"Berechneter Kraftstoffmengenfluss";"11.6750756140773";"L/h"
"45025.639968";"Durchschnittsverbrauch";"6.13578033084818";"L/100km"
"45025.639968";"Durchschnittsverbrauch (gesamt)";"6.3452306213976";"L/100km"
"45025.639968";"Kraftstoffkosten";"0.590593367866824";"€"
"45025.639968";"Kraftstoffkosten (gesamt)";"3.61";"€"
"45025.639968";"Momentane Motorleistung (basierend auf dem Kraftstoffverbrauch)";"24.7083870460634";"kW"
"45025.639968";"Motordrehzahl";"2938";"rpm"
"45025.639968";"verbrauchte Kraftstoffmenge";"0.444055163809642";"L"
"45025.639968";"verbrauchte Kraftstoffmenge (gesamt)";"2.90733859623346";"L"
"45025.837968";"Abs. Drosselklappenstellung";"38.8235294117647";"%"
"45025.837968";"Verbrauchsoptimierung (basierend auf Status des Kraftstoffsystems und Gasstellung)";"1";""
"45026.033968";"Absolutdruck Einlasskanal";"89";"kPa"
"45026.033968";"Berechneter Boost";"-0.12325";"bar"
"45026.434968";"Kühlmitteltemperatur";"82";"℃"
"45026.569968";"Durchschnittsgeschwindigkeit (GPS)";"61.3521386039575";"km/h"
"45026.569968";"Geschwindigkeit (GPS)";"95.3972877502441";"km/h"
"45026.577968";"Durchschnittsgeschwindigkeit (GPS)";"61.3528331380626";"km/h"
"45026.577968";"Geschwindigkeit (GPS)";"95.3972877502441";"km/h"
"45026.630968";"Berechneter momentaner Kraftstoffverbrauch";"12.5538447463196";"L/100km"
"45026.630968";"Durchschnittsgeschwindigkeit";"68.6535313787153";"km/h"
"45026.630968";"Fahrzeugbeschleunigung";"0.127321620951215";"m_sec2"
"45026.630968";"Geschwindigkeit";"93";"km/h"
"45026.630968";"zurückgelegte Strecke";"7.26784872072222";"km"
"45026.630968";"zurückgelegte Strecke (gesamt)";"45.849980129";"km"
"45026.836968";"Berechneter Kraftstoffmengenfluss";"11.6318051575997";"L/h"
"45026.836968";"Durchschnittsverbrauch";"6.16313404643422";"L/100km"
"45026.836968";"Durchschnittsverbrauch (gesamt)";"6.34942628804467";"L/100km"
"45026.836968";"Kraftstoffkosten";"0.595743254403719";"€"
"45026.836968";"Kraftstoffkosten (gesamt)";"3.61";"€"
"45026.836968";"Momentane Motorleistung (basierend auf dem Kraftstoffverbrauch)";"24.6168122056385";"kW"
"45026.836968";"Motordrehzahl";"2960";"rpm"
"45026.836968";"verbrauchte Kraftstoffmenge";"0.447927258950165";"L"
"45026.836968";"verbrauchte Kraftstoffmenge (gesamt)";"2.91121069137398";"L"
"45027.034968";"Abs. Drosselklappenstellung";"36.4705882352941";"%"
"45027.034968";"Verbrauchsoptimierung (basierend auf Status des Kraftstoffsystems und Gasstellung)";"1";""
"45027.231968";"Absolutdruck Einlasskanal";"87";"kPa"
"45027.231968";"Berechneter Boost";"-0.14325";"bar"
"45027.565968";"Durchschnittsgeschwindigkeit (GPS)";"61.440140196022";"km/h"
"45027.565968";"Geschwindigkeit (GPS)";"95.5200119018555";"km/h"
"45027.573968";"Durchschnittsgeschwindigkeit (GPS)";"61.4408655563289";"km/h"
"45027.573968";"Geschwindigkeit (GPS)";"95.5200119018555";"km/h"
"45027.634968";"Berechneter momentaner Kraftstoffverbrauch";"12.2440054290523";"L/100km"
"45027.634968";"Durchschnittsgeschwindigkeit";"68.7228013010596";"km/h"
"45027.634968";"Fahrzeugbeschleunigung";"0.254193245493705";"m_sec2"
"45027.634968";"Geschwindigkeit";"95";"km/h"
"45027.634968";"zurückgelegte Strecke";"7.29436024669444";"km"
"45027.634968";"zurückgelegte Strecke (gesamt)";"45.8764916549723";"km"
"45027.820968";"Berechneter Kraftstoffmengenfluss";"11.4434020578143";"L/h"
"45027.820968";"Durchschnittsverbrauch";"6.18358484299743";"L/100km"
"45027.820968";"Durchschnittsverbrauch (gesamt)";"6.35257030757752";"L/100km"
"45027.820968";"Kraftstoffkosten";"0.599900429628943";"€"
"45027.820968";"Kraftstoffkosten (gesamt)";"3.61";"€"
"45027.820968";"Momentane Motorleistung (basierend auf dem Kraftstoffverbrauch)";"24.2180878749315";"kW"
"45027.820968";"Motordrehzahl";"2979";"rpm"
"45027.820968";"verbrauchte Kraftstoffmenge";"0.451052954608228";"L"
"45027.820968";"verbrauchte Kraftstoffmenge (gesamt)";"2.91433638703205";"L"
"45028.013968";"Abs. Drosselklappenstellung";"35.2941176470588";"%"
"45028.013968";"Verbrauchsoptimierung (basierend auf Status des Kraftstoffsystems und Gasstellung)";"1";""
"45028.215968";"Absolutdruck Einlasskanal";"85";"kPa"
"45028.215968";"Berechneter Boost";"-0.16325";"bar"
"45028.557968";"Durchschnittsgeschwindigkeit (GPS)";"61.5287654963208";"km/h"
"45028.557968";"Geschwindigkeit (GPS)";"96.0965469360352";"km/h"
"45028.567968";"Durchschnittsgeschwindigkeit (GPS)";"61.5296671031109";"km/h"
"45028.567968";"Geschwindigkeit (GPS)";"96.0965469360352";"km/h"
"45028.592968";"Kühlmitteltemperatur";"83";"℃"
"45028.776968";"Berechneter momentaner Kraftstoffverbrauch";"12.0456863766466";"L/100km"
"45028.776968";"Durchschnittsgeschwindigkeit";"68.8010921786906";"km/h"
"45028.776968";"Fahrzeugbeschleunigung";"0.192405203264707";"m_sec2"
"45028.776968";"Geschwindigkeit";"95";"km/h"
"45028.776968";"zurückgelegte Strecke";"7.32449294572222";"km"
"45028.776968";"zurückgelegte Strecke (gesamt)";"45.906624354";"km"
"45028.981968";"Berechneter Kraftstoffmengenfluss";"11.2441371903824";"L/h"
"45028.981968";"Durchschnittsverbrauch";"6.2076393458034";"L/100km"
"45028.981968";"Durchschnittsverbrauch (gesamt)";"6.35629733064617";"L/100km"
"45028.981968";"Kraftstoffkosten";"0.604721880952399";"€"
"45028.981968";"Kraftstoffkosten (gesamt)";"3.61";"€"
"45028.981968";"Momentane Motorleistung (basierend auf dem Kraftstoffverbrauch)";"23.7963763904035";"kW"
"45028.981968";"Motordrehzahl";"2996";"rpm"
"45028.981968";"verbrauchte Kraftstoffmenge";"0.454678105979247";"L"
"45028.981968";"verbrauchte Kraftstoffmenge (gesamt)";"2.91796153840307";"L"
"45029.180968";"Abs. Drosselklappenstellung";"34.9019607843137";"%"
"45029.180968";"Verbrauchsoptimierung (basierend auf Status des Kraftstoffsystems und Gasstellung)";"1";""
"45029.373968";"Absolutdruck Einlasskanal";"85";"kPa"
"45029.373968";"Berechneter Boost";"-0.16325";"bar"
"45029.549968";"Durchschnittsgeschwindigkeit (GPS)";"61.6168523638241";"km/h"
"45029.549968";"Geschwindigkeit (GPS)";"96.0019065856934";"km/h"
"45029.560968";"Durchschnittsgeschwindigkeit (GPS)";"61.6177484173064";"km/h"
"45029.560968";"Geschwindigkeit (GPS)";"96.0019065856934";"km/h"
"45029.772968";"Berechneter momentaner Kraftstoffverbrauch";"11.7126429066483";"L/100km"
"45029.772968";"Durchschnittsgeschwindigkeit";"68.8715791700316";"km/h"
"45029.772968";"Fahrzeugbeschleunigung";"0.192413861836334";"m_sec2"
"45029.772968";"Geschwindigkeit";"96";"km/h"
"45029.772968";"zurückgelegte Strecke";"7.35104746038889";"km"
"45029.772968";"zurückgelegte Strecke (gesamt)";"45.9331788686667";"km"
"45029.979968";"Berechneter Kraftstoffmengenfluss";"11.2929268377372";"L/h"
"45029.979968";"Durchschnittsverbrauch";"6.2277922562716";"L/100km"
"45029.979968";"Durchschnittsverbrauch (gesamt)";"6.35943661828594";"L/100km"
"45029.979968";"Kraftstoffkosten";"0.608884592775623";"€"
"45029.979968";"Kraftstoffkosten (gesamt)";"3.61";"€"
"45029.979968";"Momentane Motorleistung (basierend auf dem Kraftstoffverbrauch)";"23.8996316951683";"kW"
"45029.979968";"Motordrehzahl";"3009";"rpm"
"45029.979968";"verbrauchte Kraftstoffmenge";"0.457807964492949";"L"
"45029.979968";"verbrauchte Kraftstoffmenge (gesamt)";"2.92109139691677";"L"
"45030.167968";"Abs. Drosselklappenstellung";"34.1176470588235";"%"
"45030.167968";"Verbrauchsoptimierung (basierend auf Status des Kraftstoffsystems und Gasstellung)";"1";""
"45030.436968";"Absolutdruck Einlasskanal";"85";"kPa"
"45030.436968";"Berechneter Boost";"-0.16325";"bar"
"45030.555968";"Durchschnittsgeschwindigkeit (GPS)";"61.7070443015205";"km/h"
"45030.555968";"Geschwindigkeit (GPS)";"96.5642692565918";"km/h"
"45030.563968";"Durchschnittsgeschwindigkeit (GPS)";"61.707781766146";"km/h"
"45030.563968";"Geschwindigkeit (GPS)";"96.5642692565918";"km/h"
"45030.843968";"Kühlmitteltemperatur";"84";"℃"
"45031.044968";"Berechneter momentaner Kraftstoffverbrauch";"11.7634654559763";"L/100km"
"45031.044968";"Durchschnittsgeschwindigkeit";"68.9610867367259";"km/h"
"45031.044968";"Fahrzeugbeschleunigung";"0.188783127295051";"m_sec2"
"45031.044968";"Geschwindigkeit";"96";"km/h"
"45031.044968";"zurückgelegte Strecke";"7.38496730838889";"km"
"45031.044968";"zurückgelegte Strecke (gesamt)";"45.9670987166667";"km"
"45031.252968";"Berechneter Kraftstoffmengenfluss";"11.3267042859059";"L/h"
"45031.252968";"Durchschnittsverbrauch";"6.25343659397166";"L/100km"
"45031.252968";"Durchschnittsverbrauch (gesamt)";"6.36345943556119";"L/100km"
"45031.252968";"Kraftstoffkosten";"0.614212949993795";"€"
"45031.252968";"Kraftstoffkosten (gesamt)";"3.61";"€"
"45031.252968";"Momentane Motorleistung (basierend auf dem Kraftstoffverbrauch)";"23.9711161369285";"kW"
"45031.252968";"Motordrehzahl";"3018";"rpm"
"45031.252968";"verbrauchte Kraftstoffmenge";"0.461814248115635";"L"
"45031.252968";"verbrauchte Kraftstoffmenge (gesamt)";"2.92509768053945";"L"
"45031.451968";"Abs. Drosselklappenstellung";"27.0588235294118";"%"
"45031.451968";"Verbrauchsoptimierung (basierend auf Status des Kraftstoffsystems und Gasstellung)";"1";""
"45031.551968";"Durchschnittsgeschwindigkeit (GPS)";"61.7965674868989";"km/h"
"45031.551968";"Geschwindigkeit (GPS)";"96.8216857910156";"km/h"
"45031.564968";"Durchschnittsgeschwindigkeit (GPS)";"61.7977755580627";"km/h"
"45031.564968";"Geschwindigkeit (GPS)";"96.8216857910156";"km/h"
"45031.653968";"Absolutdruck Einlasskanal";"75";"kPa"
"45031.653968";"Berechneter Boost";"-0.26325";"bar"
"45032.054968";"Berechneter momentaner Kraftstoffverbrauch";"11.7986502978187";"L/100km"
"45032.054968";"Durchschnittsgeschwindigkeit";"69.0317898369409";"km/h"
"45032.054968";"Fahrzeugbeschleunigung";"0.0628402698496922";"m_sec2"
"45032.054968";"Geschwindigkeit";"96";"km/h"
"45032.054968";"zurückgelegte Strecke";"7.41192032172222";"km"
"45032.054968";"zurückgelegte Strecke (gesamt)";"45.99405173";"km"
"45032.257968";"Berechneter Kraftstoffmengenfluss";"9.96103569524178";"L/h"
"45032.257968";"Durchschnittsverbrauch";"6.26824131161254";"L/100km"
"45032.257968";"Durchschnittsverbrauch (gesamt)";"6.36578073443371";"L/100km"
"45032.257968";"Kraftstoffkosten";"0.617914078614696";"€"
"45032.257968";"Kraftstoffkosten (gesamt)";"3.61";"€"
"45032.257968";"Momentane Motorleistung (basierend auf dem Kraftstoffverbrauch)";"21.0809020406622";"kW"
"45032.257968";"Motordrehzahl";"3008";"rpm"
"45032.257968";"verbrauchte Kraftstoffmenge";"0.464597051589997";"L"
"45032.257968";"verbrauchte Kraftstoffmenge (gesamt)";"2.92788048401382";"L"
"45032.465968";"Abs. Drosselklappenstellung";"21.9607843137255";"%"
"45032.465968";"Verbrauchsoptimierung (basierend auf Status des Kraftstoffsystems und Gasstellung)";"1";""
"45032.566968";"Durchschnittsgeschwindigkeit (GPS)";"61.885553075849";"km/h"
"45032.566968";"Geschwindigkeit (GPS)";"96.11279296875";"km/h"
"45032.574968";"Durchschnittsgeschwindigkeit (GPS)";"61.8862703471649";"km/h"
"45032.574968";"Geschwindigkeit (GPS)";"96.11279296875";"km/h"
"45032.656968";"Absolutdruck Einlasskanal";"61";"kPa"
"45032.656968";"Berechneter Boost";"-0.40325";"bar"
"45033.049968";"Kühlmitteltemperatur";"84";"℃"
"45033.258968";"Berechneter momentaner Kraftstoffverbrauch";"10.4853007318334";"L/100km"
"45033.258968";"Durchschnittsgeschwindigkeit";"69.1123712740489";"km/h"
"45033.258968";"Fahrzeugbeschleunigung";"0";"m_sec2"
"45033.258968";"Geschwindigkeit";"95";"km/h"
"45033.258968";"zurückgelegte Strecke";"7.44367090505555";"km"
"45033.258968";"zurückgelegte Strecke (gesamt)";"46.0258023133334";"km"
"45033.515968";"Berechneter Kraftstoffmengenfluss";"8.02353477616862";"L/h"
"45033.515968";"Durchschnittsverbrauch";"6.27916033741056";"L/100km"
"45033.515968";"Durchschnittsverbrauch (gesamt)";"6.36747936209781";"L/100km"
"45033.515968";"Kraftstoffkosten";"0.621642041386432";"€"
"45033.515968";"Kraftstoffkosten (gesamt)";"3.61";"€"
"45033.515968";"Momentane Motorleistung (basierend auf dem Kraftstoffverbrauch)";"16.9804983950669";"kW"
"45033.515968";"Motordrehzahl";"2979";"rpm"
"45033.515968";"verbrauchte Kraftstoffmenge";"0.467400031117618";"L"
"45033.515968";"verbrauchte Kraftstoffmenge (gesamt)";"2.93068346354144";"L"
"45033.553968";"Durchschnittsgeschwindigkeit (GPS)";"61.9694924962922";"km/h"
"45033.553968";"Geschwindigkeit (GPS)";"95.2794799804688";"km/h"
"45033.571968";"Durchschnittsgeschwindigkeit (GPS)";"61.9710140926797";"km/h"
"45033.571968";"Geschwindigkeit (GPS)";"95.2794799804688";"km/h"
"45033.914968";"Abs. Drosselklappenstellung";"16.8627450980392";"%"
"45033.914968";"Verbrauchsoptimierung (basierend auf Status des Kraftstoffsystems und Gasstellung)";"1";""
"45034.155968";"Absolutdruck Einlasskanal";"44";"kPa"
"45034.155968";"Berechneter Boost";"-0.57325";"bar"
"45034.559968";"Durchschnittsgeschwindigkeit (GPS)";"62.0511968663633";"km/h"
"45034.559968";"Geschwindigkeit (GPS)";"93.9028656005859";"km/h"
"45034.568968";"Durchschnittsgeschwindigkeit (GPS)";"62.0518747313003";"km/h"
"45034.568968";"Geschwindigkeit (GPS)";"93.9028656005859";"km/h"
"45034.629968";"Berechneter momentaner Kraftstoffverbrauch";"8.62745674856841";"L/100km"
"45034.629968";"Durchschnittsgeschwindigkeit";"69.1965608465728";"km/h"
"45034.629968";"Fahrzeugbeschleunigung";"-0.171565789550979";"m_sec2"
"45034.629968";"Geschwindigkeit";"93";"km/h"
"45034.629968";"zurückgelegte Strecke";"7.47909723747222";"km"
"45034.629968";"zurückgelegte Strecke (gesamt)";"46.06122864575";"km"
"45034.832968";"Berechneter Kraftstoffmengenfluss";"5.67284515126181";"L/h"
"45034.832968";"Durchschnittsverbrauch";"6.27715236979124";"L/100km"
"45034.832968";"Durchschnittsverbrauch (gesamt)";"6.36708539509485";"L/100km"
"45034.832968";"Kraftstoffkosten";"0.624400858209702";"€"
"45034.832968";"Kraftstoffkosten (gesamt)";"3.61";"€"
"45034.832968";"Momentane Motorleistung (basierend auf dem Kraftstoffverbrauch)";"12.0056484671289";"kW"
"45034.832968";"Motordrehzahl";"2920";"rpm"
"45034.832968";"verbrauchte Kraftstoffmenge";"0.469474329480979";"L"
"45034.832968";"verbrauchte Kraftstoffmenge (gesamt)";"2.9327577619048";"L"
"45035.033968";"Abs. Drosselklappenstellung";"16.4705882352941";"%"
"45035.033968";"Verbrauchsoptimierung (basierend auf Status des Kraftstoffsystems und Gasstellung)";"1";""
"45035.232968";"Absolutdruck Einlasskanal";"45";"kPa"
"45035.232968";"Berechneter Boost";"-0.56325";"bar"
"45035.559968";"Durchschnittsgeschwindigkeit (GPS)";"62.1285204623993";"km/h"
"45035.559968";"Geschwindigkeit (GPS)";"92.5692489624023";"km/h"
"45035.567968";"Durchschnittsgeschwindigkeit (GPS)";"62.1291311756125";"km/h"
"45035.567968";"Geschwindigkeit (GPS)";"92.5692489624023";"km/h"
"45035.637968";"Kühlmitteltemperatur";"84";"℃"
"45035.829968";"Berechneter momentaner Kraftstoffverbrauch";"6.16613603398022";"L/100km"
"45035.829968";"Durchschnittsgeschwindigkeit";"69.2666443608737";"km/h"
"45035.829968";"Fahrzeugbeschleunigung";"-0.232217752053717";"m_sec2"
"45035.829968";"Geschwindigkeit";"92";"km/h"
"45035.829968";"zurückgelegte Strecke";"7.50975273380555";"km"
"45035.829968";"zurückgelegte Strecke (gesamt)";"46.0918841420834";"km"
"45036.043968";"Berechneter Kraftstoffmengenfluss";"5.72031019280607";"L/h"
"45036.043968";"Durchschnittsverbrauch";"6.27718733413277";"L/100km"
"45036.043968";"Durchschnittsverbrauch (gesamt)";"6.36703127780253";"L/100km"
"45036.043968";"Kraftstoffkosten";"0.626963659083405";"€"
"45036.043968";"Kraftstoffkosten (gesamt)";"3.61";"€"
"45036.043968";"Momentane Motorleistung (basierend auf dem Kraftstoffverbrauch)";"12.1061004604521";"kW"
"45036.043968";"Motordrehzahl";"2879";"rpm"
"45036.043968";"verbrauchte Kraftstoffmenge";"0.471401247431131";"L"
"45036.043968";"verbrauchte Kraftstoffmenge (gesamt)";"2.93468467985495";"L"
"45036.358968";"Abs. Drosselklappenstellung";"20.7843137254902";"%"
"45036.358968";"Verbrauchsoptimierung (basierend auf Status des Kraftstoffsystems und Gasstellung)";"1";""
"45036.541968";"Absolutdruck Einlasskanal";"61";"kPa"
"45036.541968";"Berechneter Boost";"-0.40325";"bar"
"45036.557968";"Durchschnittsgeschwindigkeit (GPS)";"62.2040340404015";"km/h"
"45036.557968";"Geschwindigkeit (GPS)";"92.0502891540527";"km/h"
"45036.563968";"Durchschnittsgeschwindigkeit (GPS)";"62.2044895624539";"km/h"
"45036.563968";"Geschwindigkeit (GPS)";"92.0502891540527";"km/h"
"45036.930968";"Berechneter momentaner Kraftstoffverbrauch";"6.28605515692974";"L/100km"
"45036.930968";"Durchschnittsgeschwindigkeit";"69.3278210859811";"km/h"
"45036.930968";"Fahrzeugbeschleunigung";"-0.284852382954942";"m_sec2"
"45036.930968";"Geschwindigkeit";"91";"km/h"
"45036.930968";"zurückgelegte Strecke";"7.53760387025";"km"
"45036.930968";"zurückgelegte Strecke (gesamt)";"46.1197352785278";"km"
"45037.146968";"Berechneter Kraftstoffmengenfluss";"7.69494422810129";"L/h"
"45037.146968";"Durchschnittsverbrauch";"6.28523572113317";"L/100km"
"45037.146968";"Durchschnittsverbrauch (gesamt)";"6.36829241463947";"L/100km"
"45037.146968";"Kraftstoffkosten";"0.630095707390724";"€"
"45037.146968";"Kraftstoffkosten (gesamt)";"3.61";"€"
"45037.146968";"Momentane Motorleistung (basierend auf dem Kraftstoffverbrauch)";"16.2850902701263";"kW"
"45037.146968";"Motordrehzahl";"2857";"rpm"
"45037.146968";"verbrauchte Kraftstoffmenge";"0.473756170970469";"L"
"45037.146968";"verbrauchte Kraftstoffmenge (gesamt)";"2.93703960339429";"L"
"45037.348968";"Abs. Drosselklappenstellung";"21.9607843137255";"%"
