"SECONDS";"PID";"VALUE";"UNITS"
"45138.569968";"zurückgelegte Strecke";"10.2948563219722";"km"
"45138.569968";"zurückgelegte Strecke (gesamt)";"48.87698773025";"km"
"45138.787968";"Berechneter Kraftstoffmengenfluss";"8.92625363604991";"L/h"
"45138.787968";"Durchschnittsverbrauch";"6.96311262795939";"L/100km"
"45138.787968";"Durchschnittsverbrauch (gesamt)";"6.50638678995588";"L/100km"
"45138.787968";"Kraftstoffkosten";"0.953400445978746";"€"
"45138.787968";"Kraftstoffkosten (gesamt)";"3.61";"€"
"45138.787968";"Momentane Motorleistung (basierend auf dem Kraftstoffverbrauch)";"18.8909551425019";"kW"
"45138.787968";"Motordrehzahl";"3964";"rpm"
"45138.787968";"verbrauchte Kraftstoffmenge";"0.716842440585523";"L"
"45138.787968";"verbrauchte Kraftstoffmenge (gesamt)";"3.18012587300934";"L"
"45138.990968";"Abs. Drosselklappenstellung";"26.6666666666667";"%"
"45138.990968";"Verbrauchsoptimierung (basierend auf Status des Kraftstoffsystems und Gasstellung)";"1";""
"45139.187968";"Absolutdruck Einlasskanal";"69";"kPa"
"45139.187968";"Berechneter Boost";"-0.32325";"bar"
"45139.557968";"Durchschnittsgeschwindigkeit (GPS)";"68.2146015151409";"km/h"
"45139.557968";"Geschwindigkeit (GPS)";"127.992961120605";"km/h"
"45139.576968";"Durchschnittsgeschwindigkeit (GPS)";"68.216795780951";"km/h"
"45139.576968";"Geschwindigkeit (GPS)";"127.992961120605";"km/h"
"45139.652968";"Berechneter momentaner Kraftstoffverbrauch";"7.08432828257929";"L/100km"
"45139.652968";"Durchschnittsgeschwindigkeit";"75.2798237910253";"km/h"
"45139.652968";"Fahrzeugbeschleunigung";"-0.062505273101102";"m_sec2"
"45139.652968";"Geschwindigkeit";"126";"km/h"
"45139.652968";"zurückgelegte Strecke";"10.3327365489722";"km"
"45139.652968";"zurückgelegte Strecke (gesamt)";"48.91486795725";"km"
"45139.837968";"Berechneter Kraftstoffmengenfluss";"12.1132552162031";"L/h"
"45139.837968";"Durchschnittsverbrauch";"6.97177478249681";"L/100km"
"45139.837968";"Durchschnittsverbrauch (gesamt)";"6.50857027002364";"L/100km"
"45139.837968";"Kraftstoffkosten";"0.958098911013892";"€"
"45139.837968";"Kraftstoffkosten (gesamt)";"3.61";"€"
"45139.837968";"Momentane Motorleistung (basierend auf dem Kraftstoffverbrauch)";"25.6357224709372";"kW"
"45139.837968";"Motordrehzahl";"3976";"rpm"
"45139.837968";"verbrauchte Kraftstoffmenge";"0.720375121063077";"L"
"45139.837968";"verbrauchte Kraftstoffmenge (gesamt)";"3.1836585534869";"L"
"45140.041968";"Abs. Drosselklappenstellung";"34.1176470588235";"%"
"45140.041968";"Verbrauchsoptimierung (basierend auf Status des Kraftstoffsystems und Gasstellung)";"1";""
"45140.237968";"Absolutdruck Einlasskanal";"77";"kPa"
"45140.237968";"Berechneter Boost";"-0.24325";"bar"
"45140.558968";"Durchschnittsgeschwindigkeit (GPS)";"68.3353215901209";"km/h"
"45140.558968";"Geschwindigkeit (GPS)";"128.507629394531";"km/h"
"45140.566968";"Durchschnittsgeschwindigkeit (GPS)";"68.3362572615739";"km/h"
"45140.566968";"Geschwindigkeit (GPS)";"128.507629394531";"km/h"
"45140.616968";"Kühlmitteltemperatur";"93";"℃"
"45140.815968";"Berechneter momentaner Kraftstoffverbrauch";"9.53799623323076";"L/100km"
"45140.815968";"Durchschnittsgeschwindigkeit";"75.4012839141548";"km/h"
"45140.815968";"Geschwindigkeit";"127";"km/h"
"45140.815968";"zurückgelegte Strecke";"10.3737697515556";"km"
"45140.815968";"zurückgelegte Strecke (gesamt)";"48.9559011598334";"km"
"45141.035968";"Berechneter Kraftstoffmengenfluss";"13.6638829315452";"L/h"
"45141.035968";"Durchschnittsverbrauch";"6.98805261590509";"L/100km"
"45141.035968";"Durchschnittsverbrauch (gesamt)";"6.51240779024038";"L/100km"
"45141.035968";"Kraftstoffkosten";"0.96414956969376";"€"
"45141.035968";"Kraftstoffkosten (gesamt)";"3.61";"€"
"45141.035968";"Momentane Motorleistung (basierend auf dem Kraftstoffverbrauch)";"28.9173722881624";"kW"
"45141.035968";"Motordrehzahl";"4019";"rpm"
"45141.035968";"verbrauchte Kraftstoffmenge";"0.724924488491549";"L"
"45141.035968";"verbrauchte Kraftstoffmenge (gesamt)";"3.18820792091537";"L"
"45141.236968";"Abs. Drosselklappenstellung";"34.9019607843137";"%"
"45141.236968";"Verbrauchsoptimierung (basierend auf Status des Kraftstoffsystems und Gasstellung)";"1";""
"45141.421968";"Absolutdruck Einlasskanal";"77";"kPa"
"45141.421968";"Berechneter Boost";"-0.24325";"bar"
"45141.603968";"Durchschnittsgeschwindigkeit (GPS)";"68.4634635138496";"km/h"
"45141.603968";"Geschwindigkeit (GPS)";"129.741682434082";"km/h"
"45141.617968";"Durchschnittsgeschwindigkeit (GPS)";"68.4651781110012";"km/h"
"45141.617968";"Geschwindigkeit (GPS)";"129.741682434082";"km/h"
"45141.821968";"Berechneter momentaner Kraftstoffverbrauch";"10.6749085402697";"L/100km"
"45141.821968";"Durchschnittsgeschwindigkeit";"75.5079718055124";"km/h"
"45141.821968";"Fahrzeugbeschleunigung";"0.124703671653197";"m_sec2"
"45141.821968";"Geschwindigkeit";"128";"km/h"
"45141.821968";"zurückgelegte Strecke";"10.4095621746667";"km"
"45141.821968";"zurückgelegte Strecke (gesamt)";"48.9916935829445";"km"
"45142.022968";"Berechneter Kraftstoffmengenfluss";"13.7352791847332";"L/h"
"45142.022968";"Durchschnittsverbrauch";"7.00021026245422";"L/100km"
"45142.022968";"Durchschnittsverbrauch (gesamt)";"6.5153384964071";"L/100km"
"45142.022968";"Kraftstoffkosten";"0.969159348704666";"€"
"45142.022968";"Kraftstoffkosten (gesamt)";"3.61";"€"
"45142.022968";"Momentane Motorleistung (basierend auf dem Kraftstoffverbrauch)";"29.0684707748634";"kW"
"45142.022968";"Motordrehzahl";"4040";"rpm"
"45142.022968";"verbrauchte Kraftstoffmenge";"0.728691239627569";"L"
"45142.022968";"verbrauchte Kraftstoffmenge (gesamt)";"3.19197467205139";"L"
"45142.222968";"Abs. Drosselklappenstellung";"32.156862745098";"%"
"45142.222968";"Verbrauchsoptimierung (basierend auf Status des Kraftstoffsystems und Gasstellung)";"1";""
"45142.421968";"Absolutdruck Einlasskanal";"73";"kPa"
"45142.421968";"Berechneter Boost";"-0.28325";"bar"
"45142.548968";"Durchschnittsgeschwindigkeit (GPS)";"68.580599259061";"km/h"
"45142.548968";"Geschwindigkeit (GPS)";"130.652133178711";"km/h"
"45142.559968";"Durchschnittsgeschwindigkeit (GPS)";"68.5820396400953";"km/h"
"45142.559968";"Geschwindigkeit (GPS)";"130.652133178711";"km/h"
"45142.798968";"Kühlmitteltemperatur";"93";"℃"
"45143.000968";"Berechneter momentaner Kraftstoffverbrauch";"10.5655993728717";"L/100km"
"45143.000968";"Durchschnittsgeschwindigkeit";"75.6370643433321";"km/h"
"45143.000968";"Fahrzeugbeschleunigung";"0.250788372056688";"m_sec2"
"45143.000968";"Geschwindigkeit";"130";"km/h"
"45143.000968";"zurückgelegte Strecke";"10.4521208416111";"km"
"45143.000968";"zurückgelegte Strecke (gesamt)";"49.0342522498889";"km"
"45143.206968";"Berechneter Kraftstoffmengenfluss";"13.1152312048206";"L/h"
"45143.206968";"Durchschnittsverbrauch";"7.01294961916814";"L/100km"
"45143.206968";"Durchschnittsverbrauch (gesamt)";"6.51847485078723";"L/100km"
"45143.206968";"Kraftstoffkosten";"0.974892618446491";"€"
"45143.206968";"Kraftstoffkosten (gesamt)";"3.61";"€"
"45143.206968";"Momentane Motorleistung (basierend auf dem Kraftstoffverbrauch)";"27.756240689061";"kW"
"45143.206968";"Motordrehzahl";"4069";"rpm"
"45143.206968";"verbrauchte Kraftstoffmenge";"0.73300196875676";"L"
"45143.206968";"verbrauchte Kraftstoffmenge (gesamt)";"3.19628540118058";"L"
"45143.408968";"Abs. Drosselklappenstellung";"30.1960784313725";"%"
"45143.408968";"Verbrauchsoptimierung (basierend auf Status des Kraftstoffsystems und Gasstellung)";"1";""
"45143.550968";"Durchschnittsgeschwindigkeit (GPS)";"68.7052916330636";"km/h"
"45143.550968";"Geschwindigkeit (GPS)";"131.131782531738";"km/h"
"45143.557968";"Durchschnittsgeschwindigkeit (GPS)";"68.7062466420772";"km/h"
"45143.557968";"Geschwindigkeit (GPS)";"131.131782531738";"km/h"
"45143.615968";"Absolutdruck Einlasskanal";"70";"kPa"
"45143.615968";"Berechneter Boost";"-0.31325";"bar"
"45143.998968";"Berechneter momentaner Kraftstoffverbrauch";"10.0886393883236";"L/100km"
"45143.998968";"Durchschnittsgeschwindigkeit";"75.7459398973703";"km/h"
"45143.998968";"Fahrzeugbeschleunigung";"0.255638423051133";"m_sec2"
"45143.998968";"Geschwindigkeit";"130";"km/h"
"45143.998968";"zurückgelegte Strecke";"10.4881714232778";"km"
"45143.998968";"zurückgelegte Strecke (gesamt)";"49.0703028315556";"km"
"45144.204968";"Berechneter Kraftstoffmengenfluss";"12.6040658225342";"L/h"
"45144.204968";"Durchschnittsverbrauch";"7.02218122506306";"L/100km"
"45144.204968";"Durchschnittsverbrauch (gesamt)";"6.52081126938548";"L/100km"
"45144.204968";"Kraftstoffkosten";"0.979542878035329";"€"
"45144.204968";"Kraftstoffkosten (gesamt)";"3.61";"€"
"45144.204968";"Momentane Motorleistung (basierend auf dem Kraftstoffverbrauch)";"26.6744428037563";"kW"
"45144.204968";"Motordrehzahl";"4078";"rpm"
"45144.204968";"verbrauchte Kraftstoffmenge";"0.736498404537842";"L"
"45144.204968";"verbrauchte Kraftstoffmenge (gesamt)";"3.19978183696166";"L"
"45144.398968";"Abs. Drosselklappenstellung";"28.6274509803922";"%"
"45144.398968";"Verbrauchsoptimierung (basierend auf Status des Kraftstoffsystems und Gasstellung)";"1";""
"45144.556968";"Durchschnittsgeschwindigkeit (GPS)";"68.8308306189988";"km/h"
"45144.556968";"Geschwindigkeit (GPS)";"131.562432861328";"km/h"
"45144.564968";"Durchschnittsgeschwindigkeit (GPS)";"68.8318284873378";"km/h"
"45144.564968";"Geschwindigkeit (GPS)";"131.562432861328";"km/h"
"45144.583968";"Absolutdruck Einlasskanal";"66";"kPa"
"45144.583968";"Berechneter Boost";"-0.35325";"bar"
"45144.979968";"Kühlmitteltemperatur";"93";"℃"
"45145.183968";"Berechneter momentaner Kraftstoffverbrauch";"9.69543524810324";"L/100km"
"45145.183968";"Durchschnittsgeschwindigkeit";"75.8745528204265";"km/h"
"45145.183968";"Fahrzeugbeschleunigung";"0.190781169983993";"m_sec2"
"45145.183968";"Geschwindigkeit";"130";"km/h"
"45145.183968";"zurückgelegte Strecke";"10.5309436332778";"km"
"45145.183968";"zurückgelegte Strecke (gesamt)";"49.1130750415556";"km"
"45145.372968";"Berechneter Kraftstoffmengenfluss";"11.9304596143489";"L/h"
"45145.372968";"Durchschnittsverbrauch";"7.03039956270231";"L/100km"
"45145.372968";"Durchschnittsverbrauch (gesamt)";"6.52301010444883";"L/100km"
"45145.372968";"Kraftstoffkosten";"0.984688662139376";"€"
"45145.372968";"Kraftstoffkosten (gesamt)";"3.61";"€"
"45145.372968";"Momentane Motorleistung (basierend auf dem Kraftstoffverbrauch)";"25.2488654919995";"kW"
"45145.372968";"Motordrehzahl";"4094";"rpm"
"45145.372968";"verbrauchte Kraftstoffmenge";"0.740367415142388";"L"
"45145.372968";"verbrauchte Kraftstoffmenge (gesamt)";"3.20365084756621";"L"
"45145.556968";"Durchschnittsgeschwindigkeit (GPS)";"68.9558581879194";"km/h"
"45145.556968";"Geschwindigkeit (GPS)";"131.91238861084";"km/h"
"45145.563968";"Abs. Drosselklappenstellung";"27.0588235294118";"%"
"45145.563968";"Verbrauchsoptimierung (basierend auf Status des Kraftstoffsystems und Gasstellung)";"1";""
"45145.565968";"Durchschnittsgeschwindigkeit (GPS)";"68.9570434150688";"km/h"
"45145.565968";"Geschwindigkeit (GPS)";"131.91238861084";"km/h"
"45145.907968";"Absolutdruck Einlasskanal";"62";"kPa"
"45145.907968";"Berechneter Boost";"-0.39325";"bar"
"45146.558968";"Durchschnittsgeschwindigkeit (GPS)";"69.0800998098486";"km/h"
"45146.558968";"Geschwindigkeit (GPS)";"131.661460876465";"km/h"
"45146.566968";"Durchschnittsgeschwindigkeit (GPS)";"69.0810977828798";"km/h"
"45146.566968";"Geschwindigkeit (GPS)";"131.661460876465";"km/h"
"45146.624968";"Berechneter momentaner Kraftstoffverbrauch";"9.10722107965564";"L/100km"
"45146.624968";"Durchschnittsgeschwindigkeit";"76.0330477137536";"km/h"
"45146.624968";"Fahrzeugbeschleunigung";"0.17353457151916";"m_sec2"
"45146.624968";"Geschwindigkeit";"131";"km/h"
"45146.624968";"zurückgelegte Strecke";"10.5833708303333";"km"
"45146.624968";"zurückgelegte Strecke (gesamt)";"49.1655022386111";"km"
"45146.856968";"Berechneter Kraftstoffmengenfluss";"11.1800262691524";"L/h"
"45146.856968";"Durchschnittsverbrauch";"7.03912495424372";"L/100km"
"45146.856968";"Durchschnittsverbrauch (gesamt)";"6.52542938333379";"L/100km"
"45146.856968";"Kraftstoffkosten";"0.990819007167132";"€"
"45146.856968";"Kraftstoffkosten (gesamt)";"3.61";"€"
"45146.856968";"Momentane Motorleistung (basierend auf dem Kraftstoffverbrauch)";"23.6606961166311";"kW"
"45146.856968";"Motordrehzahl";"4084";"rpm"
"45146.856968";"verbrauchte Kraftstoffmenge";"0.744976697118144";"L"
"45146.856968";"verbrauchte Kraftstoffmenge (gesamt)";"3.20826012954196";"L"
"45147.073968";"Abs. Drosselklappenstellung";"25.8823529411765";"%"
"45147.073968";"Verbrauchsoptimierung (basierend auf Status des Kraftstoffsystems und Gasstellung)";"1";""
"45147.286968";"Absolutdruck Einlasskanal";"63";"kPa"
"45147.286968";"Berechneter Boost";"-0.38325";"bar"
"45147.550968";"Durchschnittsgeschwindigkeit (GPS)";"69.2032134687408";"km/h"
"45147.550968";"Geschwindigkeit (GPS)";"131.911413574219";"km/h"
"45147.560968";"Durchschnittsgeschwindigkeit (GPS)";"69.2044387602046";"km/h"
"45147.560968";"Geschwindigkeit (GPS)";"131.911413574219";"km/h"
"45147.670968";"Kühlmitteltemperatur";"93";"℃"
"45147.855968";"Berechneter momentaner Kraftstoffverbrauch";"8.53437119782626";"L/100km"
"45147.855968";"Durchschnittsgeschwindigkeit";"76.1678472934891";"km/h"
"45147.855968";"Fahrzeugbeschleunigung";"0.0572071700318235";"m_sec2"
"45147.855968";"Geschwindigkeit";"131";"km/h"
"45147.855968";"zurückgelegte Strecke";"10.6281985645556";"km"
"45147.855968";"zurückgelegte Strecke (gesamt)";"49.2103299728334";"km"
"45148.075968";"Berechneter Kraftstoffmengenfluss";"11.4159827175361";"L/h"
"45148.075968";"Durchschnittsverbrauch";"7.04581806682753";"L/100km"
"45148.075968";"Durchschnittsverbrauch (gesamt)";"6.52734287462986";"L/100km"
"45148.075968";"Kraftstoffkosten";"0.99596190107088";"€"
"45148.075968";"Kraftstoffkosten (gesamt)";"3.61";"€"
"45148.075968";"Momentane Motorleistung (basierend auf dem Kraftstoffverbrauch)";"24.1600593280908";"kW"
"45148.075968";"Motordrehzahl";"4104";"rpm"
"45148.075968";"verbrauchte Kraftstoffmenge";"0.74884353463976";"L"
"45148.075968";"verbrauchte Kraftstoffmenge (gesamt)";"3.21212696706358";"L"
"45148.283968";"Abs. Drosselklappenstellung";"30.5882352941176";"%"
"45148.283968";"Verbrauchsoptimierung (basierend auf Status des Kraftstoffsystems und Gasstellung)";"1";""
"45148.502968";"Absolutdruck Einlasskanal";"70";"kPa"
"45148.502968";"Berechneter Boost";"-0.31325";"bar"
"45148.547968";"Durchschnittsgeschwindigkeit (GPS)";"69.3270013471044";"km/h"
"45148.547968";"Geschwindigkeit (GPS)";"132.24114074707";"km/h"
"45148.554968";"Durchschnittsgeschwindigkeit (GPS)";"69.3278771257936";"km/h"
"45148.554968";"Geschwindigkeit (GPS)";"132.24114074707";"km/h"
"45148.886968";"Berechneter momentaner Kraftstoffverbrauch";"8.71449062407339";"L/100km"
"45148.886968";"Durchschnittsgeschwindigkeit";"76.2801244446618";"km/h"
"45148.886968";"Fahrzeugbeschleunigung";"0.0568278992598009";"m_sec2"
"45148.886968";"Geschwindigkeit";"131";"km/h"
"45148.886968";"zurückgelegte Strecke";"10.6657053856111";"km"
"45148.886968";"zurückgelegte Strecke (gesamt)";"49.2478367938889";"km"
"45149.089968";"Berechneter Kraftstoffmengenfluss";"12.7091512168369";"L/h"
"45149.089968";"Durchschnittsverbrauch";"7.0545746418291";"L/100km"
"45149.089968";"Durchschnittsverbrauch (gesamt)";"6.52963417131932";"L/100km"
"45149.089968";"Kraftstoffkosten";"1.00071879618234";"€"
"45149.089968";"Kraftstoffkosten (gesamt)";"3.61";"€"
"45149.089968";"Momentane Motorleistung (basierend auf dem Kraftstoffverbrauch)";"26.8968388447881";"kW"
"45149.089968";"Motordrehzahl";"4112";"rpm"
"45149.089968";"verbrauchte Kraftstoffmenge";"0.752420147505522";"L"
"45149.089968";"verbrauchte Kraftstoffmenge (gesamt)";"3.21570357992934";"L"
"45149.286968";"Abs. Drosselklappenstellung";"27.0588235294118";"%"
"45149.286968";"Verbrauchsoptimierung (basierend auf Status des Kraftstoffsystems und Gasstellung)";"1";""
"45149.488968";"Absolutdruck Einlasskanal";"54";"kPa"
"45149.488968";"Berechneter Boost";"-0.47325";"bar"
"45149.553968";"Durchschnittsgeschwindigkeit (GPS)";"69.4518357234122";"km/h"
"45149.553968";"Geschwindigkeit (GPS)";"132.460208129883";"km/h"
"45149.561968";"Durchschnittsgeschwindigkeit (GPS)";"69.4528575066807";"km/h"
"45149.561968";"Geschwindigkeit (GPS)";"132.460208129883";"km/h"
"45149.878968";"Kühlmitteltemperatur";"93";"℃"
"45150.068968";"Berechneter momentaner Kraftstoffverbrauch";"9.70164215025714";"L/100km"
"45150.068968";"Durchschnittsgeschwindigkeit";"76.4083266971349";"km/h"
"45150.068968";"Fahrzeugbeschleunigung";"0.0568587815727148";"m_sec2"
"45150.068968";"Geschwindigkeit";"131";"km/h"
"45150.068968";"zurückgelegte Strecke";"10.7087201453333";"km"
"45150.068968";"zurückgelegte Strecke (gesamt)";"49.2908515536111";"km"
"45150.278968";"Berechneter Kraftstoffmengenfluss";"9.78274375314344";"L/h"
"45150.278968";"Durchschnittsverbrauch";"7.0564188026053";"L/100km"
"45150.278968";"Durchschnittsverbrauch (gesamt)";"6.53049292681915";"L/100km"
"45150.278968";"Kraftstoffkosten";"1.0050173486654";"€"
"45150.278968";"Kraftstoffkosten (gesamt)";"3.61";"€"
"45150.278968";"Momentane Motorleistung (basierend auf dem Kraftstoffverbrauch)";"20.7035763206259";"kW"
"45150.278968";"Motordrehzahl";"4103";"rpm"
"45150.278968";"verbrauchte Kraftstoffmenge";"0.755652141853683";"L"
"45150.278968";"verbrauchte Kraftstoffmenge (gesamt)";"3.2189355742775";"L"
"45150.610968";"Abs. Drosselklappenstellung";"22.7450980392157";"%"
"45150.610968";"Verbrauchsoptimierung (basierend auf Status des Kraftstoffsystems und Gasstellung)";"1";""
"45150.611968";"Durchschnittsgeschwindigkeit (GPS)";"69.5817280651031";"km/h"
"45150.611968";"Geschwindigkeit (GPS)";"132.027690124512";"km/h"
"45150.614968";"Durchschnittsgeschwindigkeit (GPS)";"69.5821568958933";"km/h"
"45150.614968";"Geschwindigkeit (GPS)";"132.027690124512";"km/h"
"45150.795968";"Absolutdruck Einlasskanal";"55";"kPa"
"45150.795968";"Berechneter Boost";"-0.46325";"bar"
"45151.201968";"Berechneter momentaner Kraftstoffverbrauch";"7.46774332301026";"L/100km"
"45151.201968";"Durchschnittsgeschwindigkeit";"76.5306305811496";"km/h"
"45151.201968";"Fahrzeugbeschleunigung";"0";"m_sec2"
"45151.201968";"Geschwindigkeit";"131";"km/h"
"45151.201968";"zurückgelegte Strecke";"10.7499455433056";"km"
"45151.201968";"zurückgelegte Strecke (gesamt)";"49.3320769515834";"km"
"45151.401968";"Berechneter Kraftstoffmengenfluss";"9.94447812261006";"L/h"
"45151.401968";"Durchschnittsverbrauch";"7.05823109310802";"L/100km"
"45151.401968";"Durchschnittsverbrauch (gesamt)";"6.5313273439021";"L/100km"
"45151.401968";"Kraftstoffkosten";"1.0091454784436";"€"
"45151.401968";"Kraftstoffkosten (gesamt)";"3.61";"€"
"45151.401968";"Momentane Motorleistung (basierend auf dem Kraftstoffverbrauch)";"21.0458606476425";"kW"
"45151.401968";"Motordrehzahl";"4095";"rpm"
"45151.401968";"verbrauchte Kraftstoffmenge";"0.758755998829772";"L"
"45151.401968";"verbrauchte Kraftstoffmenge (gesamt)";"3.22203943125359";"L"
"45151.555968";"Durchschnittsgeschwindigkeit (GPS)";"69.6970775634288";"km/h"
"45151.555968";"Geschwindigkeit (GPS)";"131.96685333252";"km/h"
"45151.563968";"Durchschnittsgeschwindigkeit (GPS)";"69.6980232893635";"km/h"
"45151.563968";"Geschwindigkeit (GPS)";"131.96685333252";"km/h"
"45151.599968";"Abs. Drosselklappenstellung";"26.6666666666667";"%"
"45151.599968";"Verbrauchsoptimierung (basierend auf Status des Kraftstoffsystems und Gasstellung)";"1";""
"45151.795968";"Absolutdruck Einlasskanal";"62";"kPa"
"45151.795968";"Berechneter Boost";"-0.39325";"bar"
"45152.212968";"Kühlmitteltemperatur";"93";"℃"
"45152.423968";"Berechneter momentaner Kraftstoffverbrauch";"7.64959855585389";"L/100km"
"45152.423968";"Durchschnittsgeschwindigkeit";"76.659494327301";"km/h"
"45152.423968";"Fahrzeugbeschleunigung";"-0.0608211902428126";"m_sec2"
"45152.423968";"Geschwindigkeit";"130";"km/h"
"45152.423968";"zurückgelegte Strecke";"10.7940607435833";"km"
"45152.423968";"zurückgelegte Strecke (gesamt)";"49.3761921518611";"km"
"45152.579968";"Durchschnittsgeschwindigkeit (GPS)";"69.8202844560326";"km/h"
"45152.579968";"Geschwindigkeit (GPS)";"131.223696899414";"km/h"
"45152.589968";"Durchschnittsgeschwindigkeit (GPS)";"69.821445577337";"km/h"
"45152.589968";"Geschwindigkeit (GPS)";"131.223696899414";"km/h"
"45152.617968";"Berechneter Kraftstoffmengenfluss";"11.1909763438528";"L/h"
"45152.617968";"Durchschnittsverbrauch";"7.06438555038694";"L/100km"
"45152.617968";"Durchschnittsverbrauch (gesamt)";"6.53314352385093";"L/100km"
"45152.617968";"Kraftstoffkosten";"1.01417030973469";"€"
"45152.617968";"Kraftstoffkosten (gesamt)";"3.61";"€"
"45152.617968";"Momentane Motorleistung (basierend auf dem Kraftstoffverbrauch)";"23.6838701578815";"kW"
"45152.617968";"Motordrehzahl";"4088";"rpm"
"45152.617968";"verbrauchte Kraftstoffmenge";"0.76253406746969";"L"
"45152.617968";"verbrauchte Kraftstoffmenge (gesamt)";"3.22581749989351";"L"
"45152.809968";"Abs. Drosselklappenstellung";"27.843137254902";"%"
"45152.809968";"Verbrauchsoptimierung (basierend auf Status des Kraftstoffsystems und Gasstellung)";"1";""
"45153.004968";"Absolutdruck Einlasskanal";"64";"kPa"
"45153.004968";"Berechneter Boost";"-0.37325";"bar"
"45153.414968";"Berechneter momentaner Kraftstoffverbrauch";"8.54273003347545";"L/100km"
"45153.414968";"Durchschnittsgeschwindigkeit";"76.7655790197878";"km/h"
"45153.414968";"Geschwindigkeit";"131";"km/h"
"45153.414968";"zurückgelegte Strecke";"10.8301409928333";"km"
"45153.414968";"zurückgelegte Strecke (gesamt)";"49.4122724011111";"km"
"45153.561968";"Durchschnittsgeschwindigkeit (GPS)";"69.9389143335488";"km/h"
"45153.561968";"Geschwindigkeit (GPS)";"131.766682434082";"km/h"
"45153.568968";"Durchschnittsgeschwindigkeit (GPS)";"69.9397534252825";"km/h"
"45153.568968";"Geschwindigkeit (GPS)";"131.766682434082";"km/h"
"45153.630968";"Berechneter Kraftstoffmengenfluss";"11.5858854895011";"L/h"
"45153.630968";"Durchschnittsverbrauch";"7.07096552945605";"L/100km"
"45153.630968";"Durchschnittsverbrauch (gesamt)";"6.53497362478302";"L/100km"
"45153.630968";"Kraftstoffkosten";"1.018508063405";"€"
"45153.630968";"Kraftstoffkosten (gesamt)";"3.61";"€"
"45153.630968";"Momentane Motorleistung (basierend auf dem Kraftstoffverbrauch)";"24.5196307423305";"kW"
"45153.630968";"Motordrehzahl";"4100";"rpm"
"45153.630968";"verbrauchte Kraftstoffmenge";"0.765795536394734";"L"
"45153.630968";"verbrauchte Kraftstoffmenge (gesamt)";"3.22907896881855";"L"
"45153.832968";"Abs. Drosselklappenstellung";"27.843137254902";"%"
"45153.832968";"Verbrauchsoptimierung (basierend auf Status des Kraftstoffsystems und Gasstellung)";"1";""
"45154.033968";"Absolutdruck Einlasskanal";"65";"kPa"
"45154.033968";"Berechneter Boost";"-0.36325";"bar"
"45154.429968";"Kühlmitteltemperatur";"93";"℃"
"45154.566968";"Durchschnittsgeschwindigkeit (GPS)";"70.0608393081192";"km/h"
"45154.566968";"Geschwindigkeit (GPS)";"132.260971069336";"km/h"
"45154.578968";"Durchschnittsgeschwindigkeit (GPS)";"70.0622963706791";"km/h"
"45154.578968";"Geschwindigkeit (GPS)";"132.260971069336";"km/h"
"45154.632968";"Berechneter momentaner Kraftstoffverbrauch";"8.84418739656571";"L/100km"
"45154.632968";"Durchschnittsgeschwindigkeit";"76.8952864696213";"km/h"
"45154.632968";"Geschwindigkeit";"131";"km/h"
"45154.632968";"zurückgelegte Strecke";"10.87444690675";"km"
"45154.632968";"zurückgelegte Strecke (gesamt)";"49.4565783150278";"km"
"45154.832968";"Berechneter Kraftstoffmengenfluss";"11.8013547013485";"L/h"
"45154.832968";"Durchschnittsverbrauch";"7.07837151304176";"L/100km"
"45154.832968";"Durchschnittsverbrauch (gesamt)";"6.53708221357013";"L/100km"
"45154.832968";"Kraftstoffkosten";"1.02374589022416";"€"
"45154.832968";"Kraftstoffkosten (gesamt)";"3.61";"€"
"45154.832968";"Momentane Motorleistung (basierend auf dem Kraftstoffverbrauch)";"24.9756360701604";"kW"
"45154.832968";"Motordrehzahl";"4112";"rpm"
"45154.832968";"verbrauchte Kraftstoffmenge";"0.769733752048243";"L"
"45154.832968";"verbrauchte Kraftstoffmenge (gesamt)";"3.23301718447206";"L"
"45155.061968";"Abs. Drosselklappenstellung";"30.5882352941176";"%"
"45155.061968";"Verbrauchsoptimierung (basierend auf Status des Kraftstoffsystems und Gasstellung)";"1";""
"45155.155968";"Durchschnittsgeschwindigkeit (GPS)";"69.98363556101";"km/h"
"45155.155968";"Geschwindigkeit (GPS)";"0";"km/h"
"45155.158968";"Durchschnittsgeschwindigkeit (GPS)";"69.9832606078836";"km/h"
"45155.158968";"Geschwindigkeit (GPS)";"0";"km/h"
"45155.265968";"Absolutdruck Einlasskanal";"70";"kPa"
"45155.265968";"Berechneter Boost";"-0.31325";"bar"
"45155.568968";"Durchschnittsgeschwindigkeit (GPS)";"70.0330439915415";"km/h"
"45155.568968";"Geschwindigkeit (GPS)";"132.472430419922";"km/h"
"45155.575968";"Durchschnittsgeschwindigkeit (GPS)";"70.0339025170975";"km/h"
"45155.575968";"Geschwindigkeit (GPS)";"132.472430419922";"km/h"
"45155.678968";"Berechneter momentaner Kraftstoffverbrauch";"9.00866771095306";"L/100km"
"45155.678968";"Durchschnittsgeschwindigkeit";"77.0062605174857";"km/h"
"45155.678968";"Geschwindigkeit";"131";"km/h"
"45155.678968";"zurückgelegte Strecke";"10.9125234941111";"km"
"45155.678968";"zurückgelegte Strecke (gesamt)";"49.4946549023889";"km"
"45155.863968";"Berechneter Kraftstoffmengenfluss";"12.7369679388581";"L/h"
