20,5	12,23
21,5	11,7
22,5	11,23
23,5	10,74
24,5	10,3
25,5	9,86
26,5	9,44
27,5	9,04
28,5	8,67
29,5	8,34
30,5	8,02
32,5	7,48
34,5	6,82
36,5	6,39
38,5	5,83
40,5	5,42
42,5	5,02
44,5	4,61
46,5	4,3
48,5	4,02
50,5	3,74
52,5	3,43
54,5	3,21
56,5	3,01
58,5	2,8
60,5	2,58
62,5	2,45
64,5	2,3
66,5	2,15
68,5	2,02
71,2	1,86
