0	46
5	46,5
10	47,3
15	47,9
20	48,5
25	49,2
30	49,8
35	50,4
40	51
45	51,6
50	52,2
55	52,8
60	53,3
65	53,9
70	54,5
75	55
80	55,6
85	56,1
90	56,7
95	57,3
100	57,7
105	57,2
110	55,8
115	53,6
120	51,5
125	48,3
130	46,6
135	45,3
140	44,9
145	45,1
150	45,5
155	46,1
160	46,8
165	47,4
170	48
175	48,7
180	49,3
185	49,9
190	50,5
195	51
200	51,7
205	52,3
210	52,9
215	53,4
220	54,1
225	54,6
230	55
235	55,6
240	56,2
245	56,7
250	57,2
255	57,7
260	58
265	57
