0	30
10	32
20	33,8
30	35,7
40	37,5
50	39,4
60	41
70	42,7
80	44,3
90	45,8
100	47,3
110	48,6
120	50
125	50,5
130	50,7
135	51,1
140	51,2
145	51,4
150	51,5
155	51,6
160	51,7
165	51,7
170	51,8
175	51,7
180	51,9
185	51,7
190	51,9
195	51,8
200	52
205	51,8
210	51,9
215	51,8
220	51,8
225	51,9
230	51,8
235	51,9
240	51,8
